id,2023-09-30
MLA856115412,3790.0
MLA872522142,1795.0
MLA1104056169,6551.16
MLA1431395684,5842.0
MLA1518987020,8750.69
MLA1388970815,56998.1
MLA935925994,5579.07
MLA745113553,1031.34
MLA1126563358,15999.0
MLA1216619317,5190.0
MLA1376759149,12640.0
MLA1388835945,12510.0
MLA853964200,3078.08
MLA1381434455,20890.0
MLA1431955122,6736.0
MLA862362925,22999.0
MLA1135431328,5395.0
MLA716580720,19008.0
MLA1425072520,1948.1
MLA1408534642,19855.0
MLA693909866,149998.75
MLA1150786814,9381.0
MLA617434535,23100.0
MLA1373572557,13989.0
MLA1380544823,7999.0
MLA923370467,6480.0
MLA1286247784,2065.0
MLA1298809080,54995.0
MLA1476485690,1899.0
MLA1524484194,8000.0
MLA1447805268,76848.18
MLA1120515306,2999.0
MLA1315361626,829.27
MLA1372282565,1800.0
MLA1473238842,5429.0
MLA1271262540,250.0
MLA865119454,749.0
MLA1123852868,34399.0
MLA1432644450,41999.0
MLA1419295586,6983.0
MLA1156531472,1599.0
MLA904219219,5488.56
MLA1401451454,2400.0
MLA1388129871,6900.0
MLA1115648786,7990.0
MLA1169090388,24890.0
MLA913384444,27926.0
MLA919521372,3699.0
MLA1511630036,4256.0
MLA1385128989,3962.0
MLA1169097089,1306.28
MLA1271256986,7495.5
MLA1137616773,2991.12
MLA1198408254,54999.0
MLA896490450,7350.0
MLA869179472,5380.0
MLA934588004,10614.0
MLA628133029,29990.0
MLA1432266308,2643.9
MLA1414349858,15899.0
MLA751823765,3903.0
MLA865674023,3999.0
MLA1121767793,12499.0
MLA839898375,5587.0
MLA1117556131,124890.0
MLA884434839,2739.41
MLA1484475854,12394.9
MLA837717152,4375.0
MLA1510932724,19995.0
MLA1386769113,5808.87
MLA672784590,44900.0
MLA1422858036,14499.0
MLA1272640275,418.3
MLA1160174889,249.0
MLA746696664,1849.0
MLA1185361674,16000.0
MLA879296481,10400.0
MLA1518210614,11249.0
MLA900340252,8640.0
MLA1259037220,48300.0
MLA1446368516,44806.04
MLA610472325,12790.0
MLA757580269,4000.0
MLA786676051,17399.0
MLA619998897,60000.0
MLA1399074042,41999.0
MLA1111026261,3915.0
MLA615300624,17450.0
MLA1374300616,59000.0
MLA1112257385,4170.0
MLA911508139,287.0
MLA795019976,3550.0
MLA1337730484,3149.1
MLA1123964927,159000.0
MLA1378889407,21699.0
MLA872255729,13573.0
MLA1376168383,18990.0
MLA1510679906,36036.0
MLA1373017217,12999.0
MLA1472194852,2484.0
MLA912605707,23366.0
MLA925684858,1680.0
MLA1374860839,18779.0
MLA1161565837,7999.0
MLA1144898342,860.0
MLA1438676402,2515.0
MLA1126674047,15991.05
MLA1383308897,7499.0
MLA921238509,2770.2
MLA1225290469,2790.0
MLA934982449,9999.9
MLA1468525564,3552.3
MLA1367361845,12254.8
MLA901046476,10112.0
MLA1150687396,178208.0
MLA1146520194,5342.04
MLA1293941973,298349.0
MLA1103968064,24081.0
MLA1347012934,3295.0
MLA1254913072,19119.0
MLA783291778,15599.4
MLA1171145449,2632.5
MLA1173544366,14134.0
MLA1145569824,3875.0
MLA1144257648,1013.5
MLA1102338905,51399.0
MLA1403377024,1501.46
MLA1375463901,1106.49
MLA1217058518,58800.0
MLA910784123,29000.0
MLA1110424497,24990.0
MLA1371926331,4046.17
MLA1382768270,3190.0
MLA1118148277,1350.0
MLA1429240586,16235.7
MLA926223967,3871.95
MLA758432854,3153.0
MLA931474562,2300.0
MLA883449105,8000.0
MLA1485792080,18949.0
MLA676575319,1838.5
MLA1112654382,6363.26
MLA843606868,1330.18
MLA834865276,44299.0
MLA884191669,3199.2
MLA1280859237,699.0
MLA1474367434,44999.1
MLA1438370832,2892.0
MLA881466168,3049.0
MLA1280238265,4990.0
MLA1347389542,13943.37
MLA1136851225,2049.0
MLA1132239525,3040.0
MLA1399066452,53624.0
MLA792345093,6485.0
MLA606136345,10999.0
MLA886279051,5999.0
MLA1123715254,129995.0
MLA1136732271,4187.0
MLA814272699,13750.0
MLA1116320158,55440.0
MLA1127406909,1394.0
MLA1119243012,173990.0
MLA869219670,9840.82
MLA764373837,14850.0
MLA815902545,46199.23
MLA1461975834,25199.0
MLA1379379165,13200.0
MLA929712725,15640.15
MLA1120393143,21298.22
MLA1103515238,12470.0
MLA1313567879,1220.0
MLA921520658,36512.22
MLA1109523938,3199.0
MLA1387600231,4990.0
MLA1488951468,73645.0
MLA1447367600,16490.0
MLA932804082,5200.0
MLA1103241573,31697.0
MLA861018710,46830.0
MLA881236818,7499.0
MLA1468533838,12190.0
MLA1172298668,8534.0
MLA1362381699,18999.01
MLA1457407418,38799.99
MLA1378808975,3198.0
MLA839605453,90900.0
MLA1440641346,25299.0
MLA1487477048,4643.6
MLA1110640305,35199.0
MLA1129143282,11500.0
MLA1451905536,7999.0
MLA667575238,6400.0
MLA1392275420,8904.84
MLA1386719647,11152.68
MLA932267488,2100.0
MLA1119841616,20372.0
MLA866968943,3499.99
MLA1122959565,120463.0
MLA701521623,20888.0
MLA1389941905,12799.2
MLA1382210929,21487.34
MLA1387405249,2125.0
MLA821039959,25825.94
MLA1359474797,72300.0
MLA1476486536,18612.5
MLA1364715081,1729.6
MLA882213207,2228.92
MLA896524726,2879.0
MLA811755142,5249.3
MLA1221081552,7499.0
MLA1102334492,3126.6
MLA1137450091,919.9
MLA1101417313,27764.0
MLA1105265673,5115.0
MLA932262918,1366.0
MLA1120511695,9199.08
MLA1333256863,11103.87
MLA668629812,23516.72
MLA1380966890,8490.0
MLA685982669,13999.0
MLA803448171,24989.75
MLA886751757,15129.85
MLA1136556394,40000.0
MLA1417834834,4400.0
MLA842180907,23765.0
MLA1111013199,3563.0
MLA1329383141,545.0
MLA1381143849,7695.0
MLA899951694,4985.39
MLA1382771377,15590.0
MLA1382547145,1115.1
MLA1374443355,9999.0
MLA875539707,4050.0
MLA1129767940,2499.9
MLA1443582092,39999.0
MLA924089891,2015.0
MLA1107983347,12474.0
MLA1121650608,66900.0
MLA1239581684,1439.1
MLA1322689281,2299.0
MLA1344517790,1389.91
MLA1312698854,9221.63
MLA630766144,4490.0
MLA1281677551,4929.6
MLA821139888,1933.0
MLA902635845,5940.0
MLA851488509,26100.0
MLA866730963,4399.0
MLA1383183505,3499.0
MLA791042116,1990.0
MLA731648610,73287.0
MLA1101139197,2399.0
MLA931068783,1590.0
MLA787159215,15999.0
MLA917889972,50927.45
MLA925980661,13990.0
MLA1347345791,4397.6
MLA603840429,13725.48
MLA616423058,19481.0
MLA861378022,3352.0
MLA919525993,2450.0
MLA1255211656,6490.0
MLA1378966033,29999.0
MLA1481577370,19127.06
MLA1163877644,2890.0
MLA1135865236,3399.0
MLA882588607,5400.0
MLA1133592578,16952.44
MLA908191878,3999.0
MLA819627243,625.0
MLA1489684970,38249.15
MLA1464654772,20799.0
MLA1450833004,623.0
MLA899501328,4698.98
MLA1512215364,3500.0
MLA724423760,44900.0
MLA1368280379,4400.0
MLA1345280074,1281.0
MLA864484789,11788.0
MLA879215006,22014.0
MLA1135369764,6886.55
MLA1321550075,266.0
MLA633870934,8000.0
MLA732429397,9188.4
MLA1127891624,3235.16
MLA730292076,2990.0
MLA1144277645,818.9
MLA818421617,11690.0
MLA1401086478,6587.66
MLA1362186645,7777.0
MLA1109691874,8138.34
MLA1151007684,19859.09
MLA1457971454,11999.0
MLA822992038,31340.0
MLA1383708653,19999.0
MLA1137950073,38950.0
MLA914639958,3684.9
MLA1451905392,9700.0
MLA1118359370,5074.0
MLA1464121270,3713.0
MLA1377150264,1893.99
MLA908662251,3234.0
MLA1376265511,6671.99
MLA1463203776,47250.0
MLA1463485206,17280.0
MLA1118967224,4899.0
MLA1443517308,2840.5
MLA1100590720,39690.0
MLA1378156735,1146.0
MLA1460976014,4330.0
MLA1438732198,13199.0
MLA1443637488,487.0
MLA1377848926,62000.0
MLA1108041086,2658.1
MLA1340177792,3500.0
MLA1341726515,33299.0
MLA806486898,587.99
MLA867326655,8798.0
MLA918175336,11704.25
MLA1171067034,2052.0
MLA1138250853,48931.18
MLA632693465,48999.0
MLA1193295961,110262.0
MLA1161923196,50313.0
MLA1203688594,22750.0
MLA1279595977,6447.0
MLA1384495775,15426.0
MLA1103957786,52399.0
MLA1153582168,48599.0
MLA1122546228,7350.8
MLA785918507,3999.0
MLA1172510087,16299.0
MLA1126402115,22040.0
MLA896302000,1725.0
MLA912026515,1596.84
MLA886116418,4498.98
MLA790639044,3490.0
MLA704316701,6900.0
MLA1126325756,20999.0
MLA1156346621,1916.9
MLA734712781,4800.0
MLA911864540,4406.0
MLA1481617138,5881.0
MLA787985583,20049.0
MLA1371127659,7999.0
MLA1108210596,5390.0
MLA1115629081,9990.0
MLA1293029020,19759.0
MLA1434421494,9800.0
MLA1376281773,6555.0
MLA1369354443,3774.63
MLA1109816842,11951.19
MLA1385121567,19999.0
MLA1365245288,1757.0
MLA1280859249,749.0
MLA1267160686,19940.5
MLA1275870845,696.0
MLA1410009576,13997.9
MLA909503008,2493.68
MLA1345288847,4890.0
MLA634176781,6500.0
MLA863807573,13369.99
MLA1386110125,43923.0
MLA935438011,5121.0
MLA1388621163,1339.0
MLA930327441,19990.0
MLA1382924394,427.0
MLA1124303125,10686.0
MLA1217056529,1699.0
MLA935572802,6900.0
MLA1174728953,14499.0
MLA1145373265,12599.0
MLA816373469,24157.0
MLA1361796689,4099.18
MLA1102863307,2950.0
MLA1381120667,34739.0
MLA1267652037,3193.06
MLA1144083691,15750.0
MLA1113969637,2203.05
MLA1229132707,18653.89
MLA1238893823,3999.0
MLA603968269,11000.0
MLA1364813081,2500.0
MLA919522544,5699.0
MLA1353168029,4920.0
MLA643255914,32851.0
MLA1102116906,175499.0
MLA906974603,9102.31
MLA1374133213,12640.0
MLA1138801352,13130.0
MLA1315727208,1300.0
MLA916826888,15600.0
MLA1133986499,5999.0
MLA1198291556,17395.0
MLA1480958206,53400.0
MLA1489046716,28229.0
MLA1407922704,26925.0
MLA1126531335,28000.0
MLA830038921,13634.0
MLA1373755683,4699.0
MLA1461044906,17242.5
MLA1156554168,3007.65
MLA1168796576,1940.0
MLA1348107534,11471.02
MLA1384404579,29499.26
MLA1255571991,118590.0
MLA1382536259,7890.0
MLA1373256473,29999.0
MLA1455086580,27730.0
MLA1148572766,19200.0
MLA1448030514,1385.7
MLA1381096571,6299.0
MLA1496285896,60599.0
MLA1108837233,41149.0
MLA1127386139,1999.0
MLA1140968381,1764.0
MLA907987740,24529.0
MLA616707817,4183.5
MLA1120613939,5500.0
MLA916052551,23639.0
MLA1234315445,35990.0
MLA1384473434,12700.0
MLA814244933,34356.76
MLA1321622215,7919.01
MLA1381765000,6640.5
MLA1156542022,3500.0
MLA1383137775,7290.0
MLA1285493801,8100.0
MLA1151593700,1279.91
MLA1118151286,10949.66
MLA1153856619,6613.08
MLA1440259930,15890.4
MLA1217298266,9994.53
MLA1502743244,5999.0
MLA1432478974,1235.0
MLA1372744383,3999.0
MLA1410006716,10000.0
MLA1465354018,51452.0
MLA836320356,8799.0
MLA1202309646,5290.0
MLA1311340271,2100.0
MLA1377420901,14437.0
MLA1460780390,2420.0
MLA1458138474,1440.0
MLA1116245837,6450.0
MLA1254231527,40130.0
MLA1125764225,8217.0
MLA900902610,13990.0
MLA1373370735,1185.0
MLA1140038377,2200.0
MLA1386332655,26000.0
MLA876094251,3800.0
MLA814040033,87999.0
MLA1163568694,4178.7
MLA911945059,750.0
MLA1384659585,7793.54
MLA800328115,12981.0
MLA1125791586,19800.0
MLA1285408589,999.0
MLA1372201175,695.4
MLA1368540636,15487.03
MLA912551552,26973.0
MLA1297607402,15920.0
MLA921524435,104999.0
MLA1430917670,5975.0
MLA923574773,3684.41
MLA1373065145,20999.0
MLA935479044,6532.0
MLA1381225885,3348.0
MLA1478178468,1294.0
MLA1483775300,5601.0
MLA759547642,12690.0
MLA749982082,997.2
MLA931152449,40249.0
MLA1479418262,264999.0
MLA1160410402,864.0
MLA1333517321,1499.0
MLA1113634752,3999.0
MLA1374935803,5909.04
MLA1373226537,5215.5
MLA830132707,13141.0
MLA1135016466,13990.0
MLA1407889716,19499.0
MLA792562107,14490.0
MLA1333510942,620.79
MLA1403721392,29999.0
MLA1418209874,6555.0
MLA1135229414,33530.0
MLA1231304639,2849.0
MLA1384153355,12199.0
MLA1128886343,124000.0
MLA1313234886,2500.0
MLA1419646258,6290.0
MLA1441130964,32990.0
MLA1393112764,775.0
MLA1161335399,2500.0
MLA1484796700,4590.0
MLA910776548,1128.0
MLA910308037,5515.55
MLA604607696,16289.0
MLA1419597418,2100.0
MLA1288667091,1853.0
MLA896713767,9965.0
MLA762814508,9086.62
MLA847894663,12600.0
MLA1107973494,10114.8
MLA1249318719,200000.0
MLA1471656734,14899.0
MLA1371693163,3700.0
MLA1416554176,4950.0
MLA904213989,6265.0
MLA1169057925,6249.62
MLA853420573,13774.0
MLA1109178120,6999.0
MLA1371820041,2050.0
MLA854771623,50996.0
MLA739080754,2290.0
MLA1383085149,26499.0
MLA920639515,30153.0
MLA1229974359,16700.0
MLA1447814754,7999.0
MLA1449805610,6177.2
MLA920560277,14034.79
MLA1379360197,19943.18
MLA616369772,4690.0
MLA724741520,7900.0
MLA770541987,18340.0
MLA1489868446,7425.0
MLA1324426386,20417.55
MLA1233078427,3999.0
MLA849658192,4460.0
MLA1169885561,430.5
MLA1307078491,5240.0
MLA914907289,77426.0
MLA679175976,13284.74
MLA1388068577,37800.0
MLA1390570222,3100.35
MLA1482696608,2990.0
MLA1134974923,1399.0
MLA925206816,19649.0
MLA1295491709,3551.0
MLA1160006253,11291.0
MLA754994538,34585.4
MLA1317221592,2974.99
MLA856944533,17590.0
MLA812844013,9538.62
MLA1483083442,177729.0
MLA1122985594,174718.0
MLA1145329600,4560.0
MLA1112310828,6640.5
MLA1141918183,18630.23
MLA603566579,6619.6
MLA839065527,3000.0
MLA912592256,890.0
MLA1215299984,2990.0
MLA789642437,3959.99
MLA897696393,338.0
MLA1132933721,1599.99
MLA1370053266,27119.0
MLA1106025657,5190.0
MLA882026002,6955.06
MLA931490715,21185.0
MLA1263952190,7999.0
MLA920419817,2199.0
MLA1137689789,1674.0
MLA879297239,6100.0
MLA1124752292,339.74
MLA1500427528,37999.0
MLA1281977030,1300.0
MLA1279492306,134999.0
MLA930772343,77999.0
MLA840434353,840.0
MLA1214385444,4275.9
MLA1104504478,10208.0
MLA1340629949,1299.0
MLA910988322,11449.0
MLA1406007556,2605.8
MLA921794701,43824.0
MLA614496401,15979.7
MLA1347225013,119999.0
MLA1300997408,1047.0
MLA660370579,1030.0
MLA1328813118,4919.18
MLA1444731182,3700.0
MLA934628192,19990.0
MLA1158559645,14900.0
MLA1385425221,2625.0
MLA1229009909,1366.0
MLA1171126307,159000.0
MLA899851196,20405.82
MLA789009573,367683.69
MLA1280923604,532.43
MLA1384560691,35598.0
MLA1100690183,4746.27
MLA843131166,38890.0
MLA1107966642,111210.0
MLA1113652851,1455.0
MLA1142465054,24935.72
MLA1275814527,1575.89
MLA1100886294,48999.0
MLA1376143603,2599.0
MLA1397909846,16509.0
MLA615620181,3950.0
MLA910791299,5296.75
MLA1364501759,3759.0
MLA1370185299,4299.0
MLA923199926,3699.0
MLA913894824,4590.0
MLA1147964976,17900.0
MLA1140878623,10000.0
MLA1379310717,40049.99
MLA1456536734,18720.0
MLA633051262,48230.0
MLA912018711,1646.21
MLA1446744694,34999.0
MLA1256882883,21468.0
MLA705459883,8870.71
MLA800240943,5894.75
MLA1147698561,15990.0
MLA1371865681,19282.77
MLA1396629100,35450.48
MLA1440261854,14742.0
MLA1103298766,7506.99
MLA1150607276,3046.56
MLA1403489766,41130.0
MLA1106530947,810.0
MLA1381602651,4302.0
MLA909414151,2290.0
MLA1391565442,6455.0
MLA1112144580,9999.0
MLA1122668383,2973.5
MLA923327033,3490.0
MLA1114947849,19000.0
MLA751199497,8820.0
MLA1501635004,4699.0
MLA1385237209,54999.0
MLA1496900178,33896.0
MLA1360851985,2510.0
MLA1382009173,6799.0
MLA1372406685,4836.0
MLA907326890,8690.0
MLA1489044662,8455.0
MLA1457974044,5842.0
MLA1449808890,11000.0
MLA1374823967,17999.0
MLA839898567,3269.95
MLA1370703965,3575.0
MLA1333261141,12900.0
MLA929308532,15262.5
MLA1409524200,13859.0
MLA1153609288,27540.5
MLA1121760688,9146.98
MLA1219866842,29990.0
MLA616567329,55785.0
MLA1112642676,14836.94
MLA727837091,12420.0
MLA1463413882,27999.0
MLA1389743115,45199.0
MLA1312736261,2199.0
MLA876009736,5839.99
MLA1476389790,54999.0
MLA1214955118,4794.0
MLA921275396,32149.0
MLA1387400774,959.99
MLA1378810261,25599.0
MLA850369709,20335.0
MLA1279729018,840.4
MLA1166796760,48590.0
MLA1430177674,2680.0
MLA615212902,46550.0
MLA1142512525,2099.0
MLA1359569681,20253.0
MLA1152502466,23458.98
MLA1248405160,3735.4
MLA1163099485,21999.0
MLA637821150,4999.0
MLA1371741826,20031.57
MLA926815565,12999.0
MLA1236199901,12990.0
MLA1249307550,2906.0
MLA1372084664,7978.57
MLA884908321,13190.0
MLA1496200960,12976.32
MLA1385448335,53390.0
MLA911051292,3500.0
MLA908599811,22000.0
MLA618418449,6072.0
