id,2024-03-31,2024-04-01,2024-04-02,2024-04-03,2024-04-04,2024-04-05,2024-04-06,2024-04-07,2024-04-08,2024-04-09,2024-04-10,2024-04-11,2024-04-12,2024-04-13,2024-04-14,2024-04-15,2024-04-16
MLA613347389,45250.0,45250.0,45250.0,45250.0,45250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0
MLA1523051358,42890.0,42890.0,42890.0,42890.0,42890.0,42890.0,42890.0,42890.0,42890.0,42890.0,36790.0,36790.0,36790.0,36790.0,36790.0,36790.0,35134.0
MLA1649764198,117515.0,117515.0,117515.0,118170.5,118170.5,118170.5,118170.5,118170.5,118170.5,118170.5,118170.5,124390.0,124390.0,124390.0,124390.0,114438.8,114438.8
MLA1550245348,97499.0,97499.0,97499.0,97499.0,97499.0,97499.0,97499.0,97499.0,97499.0,97499.0,97499.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
MLA1403169287,33999.0,33999.0,33999.0,33999.0,33999.0,33999.0,33999.0,33999.0,37999.0,37999.0,37999.0,37999.0,33999.0,33999.0,33999.0,33999.0,33999.0
MLA1119468360,30000.0,30000.0,30000.0,27300.0,27300.0,27300.0,27300.0,27300.0,27300.0,27300.0,27300.0,27300.0,27300.0,27300.0,27300.0,27300.0,27300.0
MLA831715350,9649.0,9649.0,9649.0,9649.0,9649.0,9649.0,9649.0,9649.0,9649.0,9649.0,9499.0,9499.0,9499.0,9499.0,9499.0,9499.0,9499.0
MLA1384971477,31657.0,31657.0,31657.0,31657.0,31657.0,31657.0,31657.0,31657.0,31657.0,31657.0,28990.0,28990.0,28990.0,28990.0,28990.0,28990.0,28990.0
MLA1119442535,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,66000.0,49990.0,49990.0
MLA901580052,42920.0,35712.0,35712.0,35712.0,35712.0,35712.0,35712.0,35712.0,35712.0,35712.0,35712.0,35712.0,35712.0,35712.0,35712.0,35712.0,43340.0
MLA619432986,50370.0,50370.0,50370.0,50370.0,50370.0,50370.0,50370.0,50370.0,50370.0,50370.0,50370.0,50370.0,50370.0,50370.0,50370.0,50370.0,50370.0
MLA620680972,105253.0,105253.0,105253.0,105253.0,105253.0,105253.0,105253.0,105253.0,105253.0,105253.0,105253.0,105253.0,105253.0,105253.0,105253.0,105253.0,105253.0
MLA1165521223,22414.74,22414.74,22414.74,21294.0,21294.0,21294.0,21294.0,21294.0,21294.0,21294.0,21294.0,21294.0,18978.01,18978.01,18978.01,18978.01,18978.01
MLA648309368,100998.0,100998.0,100998.0,105691.95,105691.95,105691.95,105691.95,105691.95,105691.95,105691.95,105691.95,105691.95,105691.95,109254.6,109254.6,118755.0,118755.0
MLA683181055,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0,48250.0
MLA1165547238,23320.62,23320.62,23320.62,22154.58,22154.58,22154.58,22154.58,22154.58,22154.58,12999.0,12999.0,12999.0,12999.0,12999.0,12999.0,12999.0,12999.0
MLA1130517731,54366.0,54366.0,54366.0,55775.0,55775.0,55775.0,55775.0,55775.0,54976.0,54976.0,54976.0,54976.0,54976.0,54976.0,54976.0,54976.0,54976.0
MLA884450703,8640.0,7948.8,7948.8,7948.8,7948.8,7948.8,7948.8,7948.8,7948.8,7948.8,7948.8,8640.0,7999.0,7999.0,7999.0,7999.0,7999.0
MLA1377431271,86616.0,86616.0,86616.0,86616.0,86616.0,86616.0,86616.0,86616.0,86616.0,86616.0,86616.0,79890.4,79890.4,79890.4,79890.4,76295.0,79890.0
MLA668789151,107000.0,107000.0,107000.0,107000.0,88275.68,101651.0,96276.0,96276.0,96276.0,107000.0,-1.0,-1.0,-1.0,-1.0,-1.0,118750.0,118750.0
MLA615016904,48250.0,48250.0,48250.0,48250.0,48250.0,50250.0,50250.0,50250.0,50250.0,50250.0,50250.0,50250.0,50250.0,50250.0,50250.0,50250.0,50250.0
MLA850643431,63250.0,63250.0,63250.0,63250.0,63250.0,63250.0,63250.0,63250.0,63250.0,63250.0,63250.0,63250.0,63250.0,63250.0,63250.0,63250.0,63250.0
MLA1286539577,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,60250.0,60250.0,60250.0,60250.0,60250.0,60250.0,60250.0,60250.0,60250.0
MLA1363202741,38190.13,38190.13,38190.13,38190.13,38190.13,38190.13,38190.13,38190.13,38190.13,38190.13,38190.13,38190.13,38190.13,38190.13,38190.13,38190.13,38190.13
MLA621233067,62100.0,62100.0,62100.0,62100.0,62100.0,62100.0,62100.0,62100.0,62100.0,62100.0,62100.0,62100.0,62100.0,62100.0,62100.0,62100.0,62100.0
MLA848178777,89299.0,89299.0,89299.0,89299.0,89299.0,89299.0,89299.0,89299.0,89299.0,89299.0,89299.0,89299.0,89299.0,89299.0,89299.0,89299.0,89299.0
MLA617477113,42450.0,42450.0,42450.0,42450.0,42450.0,42450.0,42450.0,42450.0,42450.0,42450.0,42450.0,42450.0,42450.0,42450.0,42450.0,42450.0,42450.0
MLA911171288,79900.0,79900.0,79900.0,79900.0,79900.0,75905.0,75905.0,75905.0,75905.0,75905.0,75905.0,75905.0,75905.0,75905.0,75905.0,79900.0,79900.0
MLA1392609993,64349.0,64349.0,64349.0,64349.0,71499.0,71499.0,71499.0,71499.0,71499.0,71499.0,69699.0,69699.0,69699.0,69699.0,69699.0,69699.0,71499.0
MLA617145576,44850.0,44850.0,44850.0,44850.0,44850.0,44850.0,44850.0,44850.0,44850.0,44850.0,44850.0,44850.0,44850.0,44850.0,44850.0,44850.0,44850.0
MLA616116585,64250.0,64250.0,64250.0,64250.0,64250.0,64250.0,64250.0,64250.0,64250.0,64250.0,64250.0,64250.0,64250.0,64250.0,64250.0,64250.0,64250.0
MLA612779121,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,62250.0,62250.0,62250.0,62250.0,62250.0,62250.0
MLA1363644563,38101.21,38101.21,38101.21,38101.21,38101.21,38101.21,38101.21,38101.21,38101.21,38101.21,38101.21,38101.21,38101.21,38101.21,38101.21,38101.21,38101.21
MLA923300127,36250.0,36250.0,36250.0,36250.0,36250.0,36250.0,36250.0,36250.0,36250.0,36250.0,36250.0,36250.0,36250.0,36250.0,36250.0,36250.0,36250.0
MLA611012785,42250.0,42250.0,42250.0,42250.0,44250.0,44500.0,44500.0,44500.0,44500.0,44500.0,44500.0,43500.0,43500.0,43500.0,43500.0,43500.0,43500.0
MLA614397698,40250.0,40250.0,40250.0,40250.0,40250.0,45000.0,45000.0,45000.0,44650.0,44650.0,44650.0,44650.0,44650.0,44650.0,44650.0,44650.0,44650.0
MLA617990588,63330.0,63330.0,63330.0,63330.0,63330.0,63330.0,63330.0,63330.0,63330.0,63330.0,63330.0,63330.0,63330.0,63330.0,63330.0,63330.0,63330.0
MLA1437420470,9511.0,9511.0,9511.0,9511.0,9511.0,9035.45,9035.45,9035.45,9035.45,9035.45,9035.45,9035.45,9035.45,9035.45,9035.45,9511.0,9511.0
MLA614532403,38250.0,38250.0,38250.0,38250.0,38250.0,38250.0,38250.0,38250.0,42250.0,42250.0,42250.0,42250.0,42250.0,42250.0,42250.0,42250.0,42250.0
MLA870286739,66613.0,66613.0,66613.0,66613.0,66613.0,66613.0,66613.0,66613.0,66613.0,66613.0,66613.0,66613.0,66613.0,66613.0,66613.0,66613.0,66613.0
MLA774852231,9746.87,9746.87,9746.87,9746.87,9746.87,9746.87,9746.87,9746.87,9746.87,9746.87,9746.87,9746.87,9746.87,9746.87,9746.87,9746.87,9746.87
MLA624268600,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,62250.0,62250.0,62250.0,62250.0,62250.0,62250.0,62250.0,62250.0,62250.0
MLA1634169220,305760.0,305760.0,305760.0,305760.0,305760.0,290472.0,290472.0,290472.0,290472.0,290472.0,290472.0,290472.0,290472.0,290472.0,290472.0,305760.0,305760.0
MLA818339512,63026.94,63026.94,63026.94,63026.94,63026.94,63026.94,63026.94,63026.94,63026.94,63026.94,63026.94,63026.94,63026.94,63026.94,63026.94,63026.94,63026.94
MLA1169904941,39771.2,39771.2,39771.2,28714.82,28714.82,28714.82,28714.82,28714.82,28714.82,28714.82,28714.82,28714.82,28714.82,28714.82,28714.82,28714.82,28714.82
MLA762537808,53999.0,53999.0,53999.0,52536.08,52536.08,52536.08,52536.08,52536.08,52536.08,52536.08,52536.08,52536.08,52536.08,52536.08,52536.08,52536.08,52536.08
MLA1518669790,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0
MLA762536670,55871.89,51165.0,51165.0,61397.69,48573.45,48573.45,48573.45,48573.45,48573.45,48573.45,48573.45,48573.45,48573.45,48573.45,48573.45,48573.45,48573.45
MLA1131424018,57439.0,57439.0,57439.0,68926.54,59215.0,59215.0,59215.0,59215.0,59215.0,59215.0,59215.0,59215.0,59215.0,59215.0,59215.0,59215.0,59063.0
MLA1408054087,191377.0,191377.0,191377.0,191377.0,191377.0,191377.0,191377.0,191377.0,206049.0,206049.0,206049.0,206049.0,206049.0,206049.0,206049.0,206049.0,206049.0
MLA1190183866,34409.0,34409.0,34409.0,34409.0,31656.0,34409.0,34409.0,34409.0,34409.0,33121.0,34322.0,34322.0,34322.0,34322.0,34322.0,36129.0,36129.0
MLA1361863962,39200.0,39200.0,39200.0,41650.0,41650.0,41650.0,41650.0,41650.0,41650.0,41650.0,41650.0,41650.0,41650.0,41650.0,41650.0,49000.0,49000.0
MLA783933382,80000.0,80000.0,80000.0,96000.0,82474.0,82474.0,82474.0,82474.0,82474.0,82474.0,82474.0,82474.0,82474.0,82474.0,82474.0,82474.0,82262.0
MLA1132538427,73418.0,73418.0,73418.0,88101.09,75689.0,75689.0,75689.0,75689.0,75689.0,75689.0,75689.0,75689.0,75689.0,75689.0,75689.0,75689.0,75494.0
MLA1401093893,114999.0,114999.0,114999.0,116999.0,116999.0,116999.0,114999.0,114999.0,116999.0,116999.0,116999.0,116999.0,114999.0,114999.0,114999.0,116999.0,116999.0
MLA826227380,30183.39,30183.39,30183.39,30183.39,30183.39,30183.39,30183.39,30183.39,30183.39,30183.39,30183.39,30183.39,30183.39,30183.39,30183.39,30183.39,30183.39
MLA1376819821,33500.0,33500.0,33500.0,33500.0,33500.0,33500.0,33500.0,33500.0,33500.0,33500.0,33500.0,33500.0,33500.0,33500.0,33500.0,33500.0,33500.0
MLA1483663850,95988.0,79990.0,79990.0,61048.37,61048.37,61048.37,61048.37,61048.37,61048.37,61048.37,61048.37,61048.37,61048.37,61048.37,61048.37,61048.37,61048.37
MLA826229633,31468.69,31468.69,31468.69,31468.69,31468.69,31468.69,31468.69,31468.69,31468.69,31468.69,31468.69,31468.69,31468.69,31468.69,31468.69,31468.69,31468.69
MLA826227365,31298.59,31298.59,31298.59,31298.59,31298.59,31298.59,31298.59,31298.59,31298.59,31298.59,31298.59,31298.59,31298.59,31298.59,31298.59,31298.59,31298.59
MLA611371516,48370.0,48370.0,48370.0,48469.0,49000.0,51370.0,51370.0,51370.0,51370.0,51000.0,51000.0,51000.0,51000.0,51000.0,51000.0,51000.0,51000.0
MLA925034136,18324.0,18324.0,18324.0,18324.0,18324.0,18324.0,18324.0,18324.0,18324.0,18324.0,18324.0,18324.0,18324.0,18324.0,18324.0,18324.0,18324.0
MLA679859565,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0
MLA1384166305,2728.0,2728.0,2728.0,2728.0,2728.0,2728.0,2728.0,2728.0,2728.0,2728.0,2728.0,2728.0,2728.0,2728.0,2728.0,2728.0,2728.0
MLA786420366,49465.0,49465.0,49465.0,49465.0,49465.0,49465.0,49465.0,49465.0,49465.0,49465.0,49465.0,49465.0,49465.0,49465.0,49465.0,49465.0,49465.0
MLA614953794,69000.0,69000.0,69000.0,69000.0,69850.0,79500.0,79500.0,79500.0,79500.0,79500.0,79500.0,79500.0,79500.0,79500.0,79500.0,79500.0,79500.0
MLA1362624801,22326.0,22326.0,22326.0,21209.7,22326.0,22326.0,22326.0,22326.0,22326.0,20539.92,20539.92,20539.92,20539.92,20539.92,20539.92,20539.92,20539.92
MLA819797800,88803.0,88803.0,88803.0,88803.0,88803.0,88803.0,88803.0,88803.0,88803.0,88803.0,88803.0,88803.0,88803.0,88803.0,88803.0,88803.0,88803.0
MLA1144255474,40250.0,40250.0,40250.0,40250.0,40250.0,42450.0,42450.0,42450.0,42250.0,42250.0,42250.0,42250.0,42250.0,42250.0,42250.0,42250.0,42250.0
MLA850753810,114800.0,114800.0,114800.0,114800.0,114800.0,114800.0,114800.0,114800.0,114800.0,114800.0,114800.0,114800.0,114800.0,114800.0,114800.0,114800.0,114800.0
MLA656746169,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0,18999.0
MLA917791166,20072.0,17362.0,17362.0,17362.0,17362.0,17362.0,17362.0,17362.0,17362.0,17362.0,17362.0,17362.0,17362.0,17362.0,17362.0,17362.0,20360.0
MLA1385333267,60012.0,60012.0,60012.0,60012.0,60012.0,63843.0,63843.0,63843.0,67036.0,62424.0,64355.0,64355.0,64355.0,64355.0,64355.0,64355.0,67036.0
MLA1436452160,22284.0,22284.0,22284.0,22284.0,22284.0,22284.0,22284.0,22284.0,22284.0,11520.0,11520.0,11520.0,11520.0,11520.0,11520.0,11520.0,11520.0
MLA768246988,27670.0,27670.0,27670.0,27670.0,27830.0,27830.0,27830.0,27830.0,27830.0,27830.0,27830.0,27830.0,27830.0,27830.0,27830.0,27830.0,27830.0
MLA1385624891,7337.32,7337.32,7337.32,7337.32,7337.32,7337.32,7337.32,7337.32,7337.32,7337.32,7337.32,7337.32,7337.32,7337.32,7337.32,7337.32,7337.32
MLA1146650074,20874.0,20874.0,20874.0,20874.0,20874.0,20874.0,20874.0,20874.0,20874.0,20874.0,20874.0,20874.0,20874.0,20874.0,20874.0,20874.0,20874.0
MLA1518180630,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0
MLA1644165982,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0,9784.0
MLA657237185,68999.0,68999.0,68999.0,68999.0,59800.44,59800.44,59800.44,59800.44,59800.44,59800.44,63479.08,63479.08,63479.08,63479.08,63479.08,63479.08,63479.08
MLA932989984,7599.05,7599.05,7599.05,7599.05,7599.05,7599.05,7599.05,7599.05,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0
MLA1393100559,22999.0,22999.0,22999.0,22999.0,22999.0,22999.0,22999.0,22999.0,22999.0,22999.0,22999.0,22999.0,22999.0,22999.0,22999.0,22999.0,22999.0
MLA1394424689,105999.0,105999.0,105999.0,105999.0,105999.0,105999.0,105999.0,105999.0,105999.0,105999.0,105999.0,105999.0,105999.0,105999.0,105999.0,105999.0,103999.0
MLA1137947487,25255.4,25255.4,25255.4,25255.4,25255.4,25255.4,25255.4,25255.4,25255.4,25255.4,25255.4,25255.4,25255.4,25255.4,25255.4,25255.4,25255.4
MLA1105207843,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0
MLA917789892,28990.0,25085.0,25085.0,25085.0,25085.0,25085.0,25085.0,25085.0,25085.0,25085.0,25085.0,25085.0,25085.0,25085.0,25085.0,25085.0,29860.0
MLA1128897155,15199.05,15199.05,15199.05,15199.05,15199.05,15199.05,15199.05,15199.05,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0
MLA1541006222,56759.0,56759.0,56759.0,56759.0,56759.0,55650.0,55650.0,55650.0,56759.0,56759.0,56759.0,56759.0,56759.0,55919.0,53100.0,53100.0,53100.0
MLA1346057172,59999.0,59999.0,59999.0,59999.0,59999.0,59999.0,59999.0,59999.0,59999.0,59999.0,59999.0,59999.0,59999.0,59999.0,59999.0,59999.0,59999.0
MLA1136000901,14500.0,12833.0,12833.0,12833.0,12833.0,12833.0,12833.0,12833.0,16500.0,16500.0,14438.0,14438.0,14438.0,14438.0,14438.0,14438.0,16990.0
MLA1538568712,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0
MLA922529661,31968.5,31968.5,31968.5,31968.5,31968.5,31968.5,31968.5,31968.5,31968.5,31968.5,31968.5,31968.5,31968.5,31968.5,31968.5,31968.5,31968.5
MLA928559092,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0
MLA1379286174,16499.0,16499.0,16499.0,16499.0,16499.0,16499.0,16499.0,16499.0,16499.0,16499.0,16499.0,16499.0,16499.0,16499.0,16499.0,16499.0,16499.0
MLA1520732048,7196.16,7196.16,7196.16,7112.48,7112.48,7112.48,7112.48,7112.48,7112.48,7112.48,7112.48,7112.48,7112.48,7112.48,7112.48,7196.16,7196.16
MLA1255883810,233221.43,233221.43,233221.43,233221.43,233221.43,233221.43,221560.35,221560.35,221560.35,221560.35,221560.35,221560.35,221560.35,221560.35,221560.35,233221.43,233221.43
MLA1298209832,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0
MLA1393088363,74999.0,74999.0,74999.0,74999.0,74999.0,74999.0,74999.0,74999.0,74999.0,74999.0,74999.0,74999.0,74999.0,74999.0,74999.0,74999.0,74999.0
MLA1411699617,152972.0,152972.0,152972.0,152972.0,152972.0,152972.0,152972.0,152972.0,152972.0,152972.0,152972.0,152972.0,137675.0,137675.0,137675.0,137675.0,137675.0
MLA1236127874,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0
MLA816713492,11525.0,11525.0,11525.0,11525.0,11525.0,11525.0,11525.0,11525.0,11525.0,11525.0,11525.0,11525.0,9796.25,9796.25,9796.25,9796.25,9796.25
MLA1574874626,19179.72,19179.72,19179.72,18956.7,18956.7,18956.7,18956.7,18956.7,18956.7,18956.7,18956.7,18956.7,18956.7,18956.7,18956.7,19179.72,19179.72
MLA1103446513,38772.0,38772.0,38772.0,38772.0,36833.4,34974.0,34974.0,34974.0,34974.0,34974.0,34974.0,34974.0,34974.0,34974.0,34974.0,34974.0,34974.0
MLA832155989,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0
MLA1546087582,10962.0,19000.0,19000.0,12788.0,19000.0,19000.0,19000.0,19000.0,10962.0,19000.0,12788.0,19000.0,19000.0,19000.0,19000.0,10962.0,19000.0
MLA760427733,28270.0,28270.0,28270.0,33923.58,29144.0,29144.0,29144.0,29144.0,29144.0,29144.0,29144.0,29144.0,29144.0,29144.0,29144.0,29144.0,33923.58
MLA1402901577,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,22999.0,22999.0,22999.0,22999.0,22999.0
MLA1414647075,46198.6,46198.6,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0
MLA1510675922,2339.0,2339.0,2339.0,2339.0,2339.0,2339.0,2339.0,2339.0,2339.0,2339.0,2339.0,2339.0,2339.0,2339.0,2339.0,2339.0,2339.0
MLA1398954857,6910.0,6910.0,6910.0,6910.0,6910.0,6910.0,6910.0,6910.0,6910.0,6910.0,6910.0,6910.0,6910.0,6910.0,6910.0,6910.0,6910.0
MLA1384475927,21617.0,21617.0,21617.0,21617.0,20536.15,19011.0,19011.0,19011.0,19011.0,19011.0,19011.0,19011.0,19011.0,19011.0,19011.0,19011.0,19011.0
MLA876009736,12268.79,12268.79,12268.79,11409.97,11409.97,11409.97,11409.97,11409.97,11409.97,11287.29,11287.29,11287.29,11287.29,11287.29,11287.29,11287.29,11287.29
MLA1411335347,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0
MLA1379247412,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0
MLA827630780,63593.28,63593.28,63593.28,63593.28,63593.28,63593.28,63593.28,63593.28,63593.28,63593.28,63593.28,63593.28,63593.28,63593.28,63593.28,63593.28,63593.28
MLA1528719024,20458.25,20458.25,20458.25,21535.0,21535.0,21535.0,21535.0,21535.0,21030.0,21030.0,21030.0,21030.0,21030.0,19978.5,19978.5,21030.0,21030.0
MLA1384524199,16906.0,17741.0,17741.0,17741.0,16853.95,15604.0,15604.0,15604.0,15604.0,15604.0,15604.0,15604.0,15604.0,15604.0,15604.0,15604.0,15604.0
MLA777642116,19434.99,19434.99,19434.99,19434.99,12360.66,12360.66,12360.66,12360.66,12360.66,12360.66,12360.66,12360.66,12360.66,12360.66,12360.66,12360.66,12360.66
MLA1607140074,17016.45,17016.45,17016.45,17016.45,17016.45,17016.45,17016.45,17016.45,17016.45,15654.34,15654.35,15654.35,15654.35,15654.35,13939.79,13939.8,13939.79
MLA844323019,31915.0,31915.0,31915.0,31915.0,31915.0,31915.0,31915.0,31915.0,31915.0,31915.0,31915.0,31915.0,31915.0,31915.0,31915.0,31915.0,31915.0
MLA1449116332,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,18500.0,18500.0,18500.0,17900.0,17900.0
MLA1135025752,12643.0,12643.0,12643.0,12643.0,12643.0,12010.85,12010.85,12010.85,12010.85,12010.85,12010.85,12010.85,12010.85,12010.85,12010.85,12643.0,12643.0
MLA1189755409,65300.0,65300.0,65300.0,65300.0,65300.0,65300.0,65300.0,65300.0,65300.0,65300.0,65300.0,65300.0,65300.0,65300.0,68700.0,68700.0,68700.0
MLA1530292016,75890.0,75890.0,75890.0,75890.0,75890.0,75890.0,75890.0,75890.0,75890.0,75890.0,61415.25,61415.25,61415.25,61415.25,61415.25,62990.0,62990.0
MLA1385930901,108199.0,108199.0,108199.0,108199.0,108199.0,108199.0,108199.0,108199.0,108199.0,108199.0,108199.0,108199.0,108199.0,108199.0,108199.0,108199.0,109399.0
MLA1385930723,69539.0,69539.0,69539.0,69539.0,69539.0,69539.0,69539.0,69539.0,69539.0,69539.0,69539.0,69539.0,79999.0,79999.0,79999.0,79999.0,79999.0
MLA1442198286,8741.0,6868.0,6868.0,6868.0,6868.0,6868.0,6868.0,6868.0,9990.4,9990.4,9990.4,9990.4,9990.4,6619.0,6619.0,9991.0,9991.0
MLA1389752409,83226.0,83226.0,83226.0,71663.0,83226.0,108832.78,108832.78,108832.78,108832.78,101317.0,108832.78,98334.0,108832.78,108832.78,103520.0,103520.0,101842.0
MLA1374288605,15991.0,15991.0,15991.0,15991.0,15991.0,15991.0,15991.0,15991.0,15991.0,15991.0,14990.0,14990.0,14990.0,14990.0,14990.0,14990.0,14990.0
MLA1646259692,78511.31,78511.31,78511.31,78511.31,78511.31,78511.31,78511.31,78511.31,78511.31,78511.31,78511.31,78511.31,78511.31,78511.31,78511.31,78511.31,78511.31
MLA1134538774,4659.0,4659.0,4659.0,4659.0,4659.0,4659.0,4659.0,4659.0,4659.0,4659.0,4659.0,4659.0,4659.0,4659.0,4659.0,4659.0,4659.0
MLA1150473102,60091.36,60091.36,60091.36,60091.36,60091.36,60091.36,60091.36,60091.36,60091.36,60091.36,60091.36,60091.36,60091.36,60091.36,60091.36,60091.36,60091.36
MLA762282695,19999.0,19999.0,19999.0,19999.0,19999.0,19999.0,18999.05,18999.05,18999.05,18999.05,18999.05,18999.05,18999.05,18999.05,18999.05,19999.0,19999.0
MLA1354491685,48000.0,48000.0,48000.0,45600.0,45600.0,45600.0,45600.0,45600.0,45600.0,45600.0,45600.0,45600.0,45600.0,45600.0,45600.0,44160.0,44160.0
MLA1110645225,4994.0,4994.0,4994.0,4994.0,4994.0,4744.3,4744.3,4744.3,4744.3,4744.3,4744.3,4744.3,4744.3,4744.3,4744.3,4994.0,4994.0
MLA1468250860,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0,13919.0
MLA1436061772,14991.0,14991.0,14991.0,14991.0,14991.0,14991.0,14991.0,14991.0,14991.0,14991.0,14990.0,14990.0,14990.0,14990.0,14990.0,14990.0,14990.0
MLA1389336759,12841.94,12841.94,12841.94,12841.94,12841.94,12841.94,11134.62,11134.62,11134.62,11134.62,11134.62,11134.62,11134.62,11134.62,11134.62,11134.62,11134.62
MLA1472019224,31745.0,31745.0,31745.0,30077.0,30249.0,30249.0,30249.0,30249.0,30249.0,30249.0,30249.0,31745.0,30249.0,30249.0,30249.0,30249.0,30249.0
MLA1139442270,14692.0,14692.0,14692.0,14692.0,14692.0,14692.0,14692.0,14692.0,14692.0,14692.0,14692.0,14692.0,14692.0,14692.0,14692.0,14692.0,14692.0
MLA1542285038,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0
MLA1411111796,15830.0,15830.0,15830.0,15830.0,15830.0,15038.5,15038.5,15038.5,15038.5,15038.5,15038.5,15038.5,15038.5,15038.5,15038.5,15830.0,15830.0
MLA654524197,5396.65,5396.65,5396.65,5396.65,5396.65,5396.65,5396.65,5396.65,5396.65,5396.65,5396.65,5396.65,5396.65,5396.65,5396.65,5396.65,5396.65
MLA1134971409,23750.0,23750.0,23750.0,23750.0,23750.0,22562.5,22562.5,22562.5,22562.5,22562.5,22562.5,22562.5,22562.5,22562.5,22562.5,23750.0,23750.0
MLA1613876730,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0,44990.0
MLA1175010837,28066.64,28229.85,28229.85,27740.28,27740.28,27740.28,27740.28,27740.28,27740.28,27740.28,28229.85,28229.85,28229.85,28229.85,28229.85,28229.85,28229.85
MLA1225733867,14966.0,14966.0,14966.0,14966.0,14966.0,14217.7,14217.7,14217.7,14217.7,14217.7,14217.7,14217.7,14217.7,14217.7,14217.7,14966.0,14966.0
MLA1383674605,17667.0,17667.0,17667.0,17667.0,17667.0,16783.65,16783.65,16783.65,16783.65,16783.65,16783.65,16783.65,16783.65,16783.65,16783.65,17667.0,17667.0
MLA1135006678,12500.0,12500.0,12500.0,12500.0,12500.0,11875.0,11875.0,11875.0,11875.0,11875.0,11875.0,11875.0,11875.0,11875.0,11875.0,12500.0,12500.0
