id,2023-11-30,2023-12-01,2023-12-02,2023-12-03,2023-12-04,2023-12-05,2023-12-06,2023-12-07,2023-12-08,2023-12-09,2023-12-10,2023-12-11,2023-12-12,2023-12-13,2023-12-14,2023-12-15,2023-12-16,2023-12-17
MLA1130140213,40265.0,44500.0,44500.0,44500.0,44500.0,44500.0,44500.0,44500.0,44500.0,44500.0,44500.0,63969.0,51175.2,51175.2,48936.0,48936.0,51175.2,48936.0
MLA1308110044,25944.94,24128.79,24128.79,24128.79,24128.79,24128.79,24128.79,24128.79,24128.79,24128.79,24128.79,29890.9,31385.45,31385.45,31385.45,31385.45,31385.45,31385.45
MLA1549818034,75529.0,83999.0,83999.0,83999.0,83999.0,89999.0,89999.0,89999.0,89999.0,89999.0,89999.0,89999.0,89999.0,89999.0,109999.0,109999.0,109999.0,109999.0
MLA831715350,8841.14,8841.14,8841.14,8841.14,8841.14,8841.14,8841.14,8841.14,8841.14,8841.14,8841.14,8841.14,8841.14,8841.14,8841.14,8841.14,8841.14,8841.14
MLA1394502057,53845.0,53845.0,53845.0,53845.0,53845.0,53845.0,53845.0,68685.0,68685.0,68685.0,68685.0,68685.0,78375.0,78375.0,78375.0,78375.0,78375.0,78375.0
MLA1377443429,57890.0,57890.0,56066.0,57890.0,57890.0,57890.0,55256.0,57890.0,57890.0,57890.0,57890.0,90308.0,69537.16,72246.4,72246.4,72246.4,72246.4,72246.4
MLA928509368,7999.0,7999.0,7999.0,7999.0,7599.05,7599.05,7599.05,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7599.05,7599.05,7599.05
MLA619432986,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,30580.0,35000.0,35000.0,35000.0,35000.0,35000.0
MLA1381143477,20999.0,20887.41,20887.41,20887.41,20887.41,20887.41,20887.41,20723.0,20723.0,20723.0,20887.41,20887.41,33154.62,25466.53,25466.53,25466.53,25466.53,25466.53
MLA901580052,18956.0,19067.0,19067.0,22042.0,19067.0,19067.0,19067.0,24246.0,24246.0,19067.0,19067.0,24246.0,24246.0,31520.0,27917.0,27917.0,27917.0,27917.0
MLA648309368,65160.0,65160.0,80799.0,80799.0,80799.0,80799.0,80799.0,80799.0,80799.0,80799.0,80799.0,80799.0,80799.0,80799.0,80799.0,80799.0,80799.0,80799.0
MLA1523051358,28690.0,31990.0,31990.0,31990.0,31990.0,31990.0,31990.0,31990.0,31990.0,31990.0,31990.0,45986.0,36788.8,36788.8,34950.0,34950.0,34950.0,36788.8
MLA1552523430,19153.0,20203.26,19547.0,20203.26,20203.26,20203.26,20203.26,20203.26,20203.26,20203.26,20203.26,30174.0,24139.2,24139.2,24139.2,24139.2,24139.2,24139.2
MLA620680972,54967.0,54967.0,54967.0,54967.0,54967.0,54967.0,54967.0,51119.31,51119.31,51119.31,51119.31,51119.31,68000.0,68000.0,82490.0,82490.0,82490.0,82490.0
MLA1384971477,20657.0,21790.0,21790.0,21790.0,21790.0,21790.0,20799.0,21790.0,21790.0,21790.0,21790.0,32576.0,25083.52,26060.8,26060.8,26060.8,26060.8,26060.8
MLA821264063,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,48272.0,48272.0,48272.0,57925.0,57925.0,57925.0,57925.0
MLA928514267,7999.0,7439.07,7439.07,7439.07,7439.07,7439.07,7439.07,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0,7999.0
MLA877640526,6886.67,6886.67,6886.67,6886.67,6886.67,6886.67,6886.67,6886.67,6886.67,6886.67,6886.67,6886.67,6886.67,6886.67,6886.67,6886.67,6886.67,6886.67
MLA1541031322,31990.0,31990.0,31990.0,31990.0,31990.0,31990.0,31990.0,31990.0,31990.0,31990.0,31990.0,45986.0,36788.8,36788.8,36788.8,34950.0,34950.0,36788.8
MLA1381144819,19153.0,20203.26,19547.0,20203.26,20203.26,20203.26,20203.26,20203.26,20203.26,20203.26,20203.26,30174.0,24139.2,24139.2,24139.2,24139.2,24139.2,24139.2
MLA848178857,91699.0,102749.0,102749.0,102699.0,94534.0,96599.0,96599.0,96599.0,97099.0,97099.0,97099.0,97099.0,97099.0,142199.0,142199.0,142199.0,142199.0,142199.0
MLA896893881,15872.0,15872.0,15872.0,15872.0,15872.0,15872.0,15872.0,15872.0,15872.0,15872.0,15872.0,16356.0,16356.0,16355.0,15048.0,15539.0,15539.0,15539.0
MLA1130134397,15427.0,17250.0,17250.0,17250.0,17250.0,17250.0,17250.0,17250.0,17250.0,17250.0,17250.0,24797.0,19837.6,19837.6,18970.0,18970.0,18970.0,19837.6
MLA1437420470,5764.0,5764.0,5764.0,5764.0,5764.0,5764.0,6341.0,6341.0,6341.0,6341.0,6341.0,6341.0,6341.0,6341.0,6341.0,6341.0,6341.0,6341.0
MLA1192701390,23588.0,23588.0,23588.0,23588.0,23588.0,23588.0,23588.0,23588.0,23588.0,23588.0,23588.0,23588.0,26805.0,26805.0,26805.0,27890.7,27890.7,27890.7
MLA1130169614,19227.0,21250.0,21250.0,21250.0,21250.0,21250.0,21250.0,21250.0,21250.0,21250.0,21250.0,30547.0,24437.6,24437.6,23216.0,23216.0,24437.6,23216.0
MLA1364779059,113980.0,113980.0,131080.0,131080.0,131080.0,131080.0,131080.0,131080.0,131080.0,131080.0,131080.0,131080.0,131080.0,131080.0,131080.0,131080.0,131080.0,131080.0
MLA857001410,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,51650.0,59300.0,59300.0,59300.0,71277.0,71277.0,71277.0,71277.0
MLA896897107,22247.0,22247.0,22247.0,22247.0,22247.0,22247.0,22247.0,22247.0,22247.0,22247.0,22247.0,22885.0,22885.0,22885.0,21054.0,22885.0,22885.0,22885.0
MLA821259255,30175.0,30175.0,30175.0,30175.0,30175.0,30175.0,30175.0,30175.0,30175.0,30175.0,30175.0,34700.0,34700.0,34700.0,41640.0,41640.0,41640.0,41640.0
MLA822798898,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,225780.0,461950.0,461950.0,461950.0
MLA1394912425,51000.0,51000.0,51000.0,51000.0,47000.0,47000.0,47000.0,47000.0,47000.0,47000.0,47000.0,42851.0,42851.0,42851.0,42851.0,42851.0,42851.0,42851.0
MLA1518669790,130000.0,130000.0,130000.0,130000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,195000.0,195000.0,175000.0,175000.0,175000.0,175000.0
MLA1130134396,28890.0,31990.0,29791.0,31990.0,31990.0,31990.0,31990.0,31990.0,31990.0,31990.0,31990.0,45986.0,36788.8,36788.8,36788.8,36788.8,36788.8,36788.8
MLA1381048665,120260.0,138300.0,138300.0,138300.0,138300.0,138300.0,138300.0,138300.0,138300.0,138300.0,138300.0,138300.0,138300.0,152130.0,152130.0,152130.0,152130.0,152130.0
MLA896898797,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6530.0,6530.0,6530.0,6008.0,6204.0,6204.0,6204.0
MLA1376819821,24568.0,24568.0,24568.0,24568.0,24568.0,24568.0,24568.0,24568.0,24568.0,24568.0,27024.8,27024.8,27024.8,29727.28,29727.28,29727.28,29727.28,29727.28
MLA870286739,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,41975.0,48272.0,48272.0,48272.0,57925.0,57925.0,57925.0,57925.0
MLA1392609993,49999.0,52499.0,51699.0,51699.0,51699.0,51699.0,51699.0,51699.0,51699.0,51699.0,51699.0,51699.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0
MLA1437404948,145590.0,201720.0,201720.0,201720.0,201720.0,201720.0,201720.0,201720.0,201720.0,201720.0,201720.0,201720.0,201720.0,221890.0,221890.0,221890.0,221890.0,221890.0
MLA1131529036,49010.0,49010.0,49010.0,49010.0,49010.0,49010.0,49010.0,49010.0,49010.0,49010.0,49010.0,49010.0,49010.0,59010.0,59010.0,59010.0,59010.0,59010.0
MLA1393986783,59010.0,59010.0,59010.0,59010.0,59010.0,59010.0,59010.0,59010.0,59010.0,59010.0,59010.0,59010.0,59010.0,59010.0,59010.0,59010.0,59010.0,59010.0
MLA1362251576,79910.0,79910.0,79910.0,79910.0,79910.0,79910.0,79910.0,79910.0,79910.0,79910.0,79910.0,79910.0,79910.0,79910.0,79910.0,79910.0,79910.0,79910.0
MLA911625761,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,6979.0,6979.0,6979.0,6979.0,6979.0,6979.0,6979.0
MLA1147085573,94910.0,82232.43,82232.43,82232.43,82232.43,82232.43,82232.43,82232.43,82232.43,82232.43,82232.43,82232.43,82232.43,82232.43,82232.43,82232.43,82232.43,82232.43
MLA866280994,19487.0,19487.0,19487.0,19487.0,19487.0,19487.0,19487.0,19487.0,19487.0,19487.0,19487.0,19487.0,19487.0,25333.1,25333.1,22500.0,22500.0,22500.0
MLA918623618,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26,5515.26
MLA657237185,37799.1,39059.07,39059.07,39059.07,41999.0,41999.0,41999.0,41999.0,41999.0,41999.0,41999.0,44999.0,46999.0,48999.0,48999.0,48999.0,48999.0,48999.0
MLA656746169,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10999.0,10999.0,10999.0,10999.0,12999.0,12999.0,12999.0
MLA679859565,9539.1,9539.1,9539.1,9539.1,9539.1,10599.0,10599.0,10599.0,10599.0,10599.0,10599.0,10999.0,10999.0,10999.0,10999.0,12999.0,12999.0,12999.0
MLA1141069322,59000.0,59000.0,59000.0,59000.0,59000.0,59000.0,59000.0,59000.0,59000.0,59000.0,59000.0,59000.0,59000.0,59000.0,59000.0,59000.0,59000.0,59000.0
MLA606861275,7750.0,7750.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,8694.0,8694.0,8694.0,8694.0,8694.0
MLA1180075758,10800.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,21500.0,21500.0,21500.0
MLA860123318,3326.0,3326.0,3326.0,3326.0,3326.0,3326.0,3326.0,3326.0,3326.0,3326.0,3326.0,4387.98,4387.98,5202.55,5202.55,4942.42,4942.42,4942.42
MLA1146650074,15683.0,15683.0,15683.0,15683.0,15683.0,15683.0,15683.0,15683.0,15683.0,15683.0,15683.0,15683.0,15683.0,17251.0,17251.0,17251.0,16388.45,16388.45
MLA1110776642,94910.0,94910.0,94910.0,94910.0,94910.0,94910.0,94910.0,94910.0,94910.0,94910.0,94910.0,94910.0,94910.0,94910.0,94910.0,94910.0,94910.0,94910.0
MLA925034136,13767.0,13767.0,13767.0,13767.0,13767.0,13767.0,13767.0,13767.0,13767.0,13767.0,13767.0,13767.0,13767.0,15144.0,15144.0,15144.0,14386.8,14386.8
MLA778967630,25999.0,25999.0,25999.0,25999.0,25999.0,25999.0,25999.0,25999.0,25999.0,29999.0,31999.0,31999.0,31999.0,31999.0,31999.0,31999.0,31999.0,31999.0
MLA918765851,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0,19800.0
MLA624669374,4798.8,4798.8,4798.8,4798.8,4798.8,4798.8,4798.8,4798.8,4798.8,4798.8,4798.8,4798.8,5758.56,7486.13,7486.13,7486.13,7486.13,7486.13
MLA1388839089,23264.0,21403.0,21403.0,21403.0,21403.0,21403.0,21403.0,21635.52,21635.52,21635.52,21635.52,21635.52,21635.52,21635.52,21635.52,21635.52,21635.52,21635.52
MLA1435349790,17599.0,17599.0,17599.0,17599.0,17599.0,17599.0,17599.0,17599.0,17599.0,17599.0,17599.0,17599.0,17599.0,19999.0,19999.0,19999.0,19999.0,19999.0
MLA853266321,10292.0,10292.0,10292.0,10292.0,10292.0,10292.0,10292.0,10292.0,10292.0,10292.0,10292.0,12221.67,12221.67,14490.49,14490.49,13765.97,13765.97,13765.97
MLA901572756,19851.0,19968.0,19968.0,23354.0,19968.0,19968.0,20785.0,25689.0,25689.0,19968.0,19968.0,21964.0,25689.0,21964.0,21736.0,21736.0,21736.0,21736.0
MLA1559007780,69992.0,69992.0,69992.0,69992.0,69992.0,69992.0,69992.0,69992.0,69992.0,69992.0,69992.0,69992.0,69992.0,69992.0,69992.0,69992.0,69992.0,69992.0
MLA1413822526,11427.15,11427.15,11427.15,11427.15,11427.15,11427.15,11427.15,11427.15,11427.15,11427.15,11427.15,11427.15,11427.15,11427.15,20568.87,20568.87,20568.87,20568.87
MLA1112501225,33119.1,38299.0,38299.0,38299.0,38299.0,38299.0,38299.0,38299.0,38299.0,38299.0,38299.0,38299.0,38299.0,38299.0,39999.0,39999.0,39999.0,39999.0
MLA614953794,49900.0,49900.0,49900.0,49900.0,49900.0,49900.0,49900.0,49900.0,49900.0,49900.0,49900.0,49900.0,49900.0,49900.0,54600.0,54600.0,54600.0,54600.0
MLA1384166305,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1860.0,1953.0,2480.0,2480.0,2480.0,2480.0,2480.0
MLA1469977262,7450.0,7450.0,6854.0,6854.0,6854.0,6854.0,6854.0,6854.0,6854.0,6854.0,6854.0,6854.0,6854.0,8694.0,8694.0,8694.0,8694.0,8694.0
MLA1546958194,5499.0,5399.0,5399.0,5399.0,5399.0,5399.0,5399.0,6499.0,5179.0,6499.0,6499.0,5179.0,6089.0,6089.0,6089.0,6499.0,6089.0,6089.0
MLA1385624891,6461.89,6461.89,6461.89,6461.89,6461.89,6461.89,6461.89,6461.89,6461.89,6461.89,6461.89,6461.89,6461.89,7237.32,7237.32,7237.32,7237.32,7237.32
MLA917789892,15887.0,15979.0,18473.0,18473.0,18473.0,18473.0,18473.0,18473.0,18036.0,18036.0,18036.0,18036.0,18036.0,21604.0,21604.0,21604.0,21604.0,21604.0
MLA1138031324,9950.03,9950.03,9950.03,9950.03,9950.03,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,22316.56,22042.0,22042.0,22042.0
MLA611371516,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,39700.0,39700.0,39700.0,39700.0
MLA1380633039,15880.0,15880.0,15880.0,15880.0,15880.0,15880.0,15880.0,15880.0,15880.0,15880.0,15880.0,15880.0,15880.0,15880.0,15880.0,15880.0,15880.0,15880.0
MLA1479124888,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,2079.0,2640.0,2640.0,2640.0,2640.0,2640.0
MLA1102584133,1749.0,1749.0,1749.0,1749.0,1749.0,1749.0,1749.0,1749.0,1749.0,1749.0,1749.0,1749.0,1749.0,1749.0,1749.0,2190.0,2190.0,2190.0
MLA1126688022,96008.41,91207.98,91207.98,91207.98,91207.98,91207.98,91207.98,91207.98,91207.98,91207.98,91207.98,91207.98,91207.98,96008.41,96008.41,96008.41,96008.41,96008.41
MLA917791166,11972.0,12040.0,13760.0,13760.0,13760.0,13760.0,12522.0,13760.0,15135.0,15135.0,15135.0,15135.0,15135.0,18163.0,16528.0,16528.0,16528.0,16528.0
MLA1550318160,27272.0,27272.0,27272.0,27272.0,27272.0,27272.0,27272.0,27272.0,27272.0,27272.0,27272.0,27272.0,27272.0,34090.0,34090.0,34090.0,34090.0,34090.0
MLA1105207843,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0,16999.0
MLA1485858878,27990.0,27990.0,27990.0,27990.0,27990.0,27990.0,27990.0,27990.0,27990.0,27990.0,27990.0,27990.0,27990.0,27990.0,27990.0,27990.0,27990.0,27990.0
MLA1394424689,111999.0,111999.0,111999.0,111999.0,111999.0,111999.0,111999.0,111999.0,111999.0,111999.0,111999.0,119499.0,111999.0,118437.0,118437.0,118437.0,118437.0,118437.0
MLA1449116332,13500.0,14850.0,14850.0,14850.0,14850.0,14850.0,14850.0,14850.0,14850.0,17820.0,17820.0,14999.0,14999.0,17998.8,17998.8,17998.8,17998.8,17998.8
MLA1298209832,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0,6999.0
MLA1541006222,54455.0,54455.0,54455.0,54455.0,52547.0,56999.0,56999.0,56999.0,56999.0,56999.0,56999.0,56999.0,56999.0,62999.0,62058.0,62058.0,62058.0,62058.0
MLA1324077461,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0
MLA1397014487,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,20999.0,31499.0,31499.0,40999.0,40999.0,40999.0,40999.0,40999.0
MLA1146071369,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0
MLA1396561993,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,41161.0,41161.0,41161.0
MLA1323582691,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0,17999.0
MLA616381480,17000.0,17000.0,17000.0,17000.0,17000.0,19600.0,19600.0,19600.0,19600.0,19600.0,19600.0,19600.0,18228.0,25500.0,25500.0,25500.0,25500.0,25500.0
MLA1528064602,40506.0,40506.0,40506.0,40506.0,40506.0,40506.0,40506.0,40506.0,40506.0,40506.0,40506.0,40506.0,40506.0,50633.0,50633.0,50633.0,50633.0,50633.0
MLA1346057172,56492.0,56492.0,56492.0,56492.0,56492.0,56999.0,56999.0,56999.0,56999.0,56999.0,56999.0,56999.0,56999.0,62999.0,62058.0,62058.0,62058.0,62058.0
MLA916076950,14800.0,14800.0,14800.0,14800.0,14782.0,14782.0,14782.0,14782.0,14782.0,14782.0,14782.0,14782.0,14782.0,14782.0,14782.0,14782.0,14782.0,14782.0
MLA1378516485,13499.0,14848.9,14848.9,14848.9,14848.9,14106.45,14106.45,14848.9,14848.9,17818.68,17818.68,14999.0,14999.0,19198.8,17999.0,17999.0,17999.0,18999.0
MLA1523038410,8199.99,8199.99,8199.99,8199.99,8199.99,8199.99,8199.99,8199.99,8199.99,8199.99,8199.99,8199.99,8199.99,12999.99,12999.99,10659.99,10659.99,10659.99
MLA1388347635,19999.0,16999.15,16999.15,16999.15,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,16999.15,18599.07,19999.0,19999.0,19999.0,19999.0,19999.0
MLA1128897155,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0,15999.0
MLA876009736,7779.99,7779.99,7779.99,7779.99,7779.99,8519.99,8519.99,8519.99,8519.99,8519.99,8519.99,8519.99,8519.99,12268.79,12268.79,12268.79,12268.79,12268.79
MLA1382167601,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,13919.0,13919.0,13919.0
MLA832155989,6620.36,6620.36,6620.36,6620.36,6620.36,6620.36,6620.36,6620.36,6620.36,6620.36,6620.36,7170.0,7170.0,8030.4,8030.4,8030.4,8030.4,8030.4
MLA822649768,54650.0,54650.0,54650.0,54650.0,54650.0,54650.0,54650.0,54650.0,54650.0,54650.0,54650.0,54650.0,54650.0,54650.0,54650.0,111800.0,111800.0,111800.0
MLA1157712370,18361.5,18361.5,18361.5,18361.5,18361.5,18361.5,18361.5,18361.5,18361.5,18361.5,18361.5,18361.5,18361.5,22401.03,22401.03,22401.03,22401.03,22401.03
MLA1389752409,51200.0,57421.0,57421.0,57421.0,57421.0,51200.0,71702.0,65129.0,71702.0,63934.0,71702.0,65129.0,63934.0,119503.23,127783.0,119168.0,127783.0,119168.0
MLA1381079789,54280.0,57890.0,57890.0,57890.0,57890.0,57890.0,55256.0,57890.0,57890.0,57890.0,57890.0,90308.0,69537.16,69537.16,69537.16,69537.16,69537.16,69537.16
MLA1472019224,19999.0,19999.0,20999.0,20999.0,20999.0,20999.0,20999.0,19485.0,19485.0,19485.0,20999.0,20999.0,37846.57,28598.9,28598.9,28598.9,28598.9,28598.9
MLA1385930723,55499.0,55499.0,54649.0,54649.0,52179.0,52179.0,52179.0,51349.0,54649.0,54649.0,54649.0,54649.0,54649.0,65999.0,65999.0,65999.0,62349.0,62349.0
MLA842025089,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,43700.0,89400.0,89400.0,89400.0
MLA1435986904,19890.0,21990.4,21990.4,21990.4,21990.4,21990.4,21990.4,21990.4,21990.4,21990.4,21990.4,31611.0,25288.8,25288.8,25288.8,25288.8,25288.8,25288.8
MLA1381043893,57890.0,57890.0,55314.0,57890.0,57890.0,57890.0,55256.0,57890.0,57890.0,57890.0,57890.0,90308.0,69537.16,69537.16,69537.16,63545.0,63545.0,69537.16
MLA812445246,18963.0,18963.0,18963.0,18963.0,18963.0,18963.0,18963.0,18963.0,18963.0,18963.0,18963.0,18963.0,18963.0,23704.0,23704.0,23704.0,23704.0,23704.0
MLA1374288605,10410.0,11590.0,11590.0,11590.0,11590.0,11590.0,11590.0,11590.0,11590.0,11590.0,11590.0,16661.0,13328.8,13328.8,13328.8,13328.8,13328.8,13328.8
MLA1530331216,50990.0,50990.0,47485.0,50990.0,50990.0,50990.0,50990.0,50990.0,50990.0,50990.0,50990.0,73299.0,58639.2,58639.2,58639.2,58639.2,58639.2,58639.2
MLA1375756359,47805.0,52390.0,48789.0,52390.0,52390.0,52390.0,52390.0,52390.0,52390.0,52390.0,52390.0,75311.0,60248.8,60248.8,60248.8,60248.8,60248.8,60248.8
MLA1375604207,8524.0,9499.0,8846.0,9499.0,9499.0,9499.0,9499.0,9499.0,9499.0,9499.0,9499.0,13655.0,10924.0,10924.0,10378.0,10378.0,10378.0,10924.0
MLA865010577,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0
MLA1435970666,11499.0,11499.0,11499.0,11499.0,11499.0,11499.0,11499.0,11499.0,11499.0,11499.0,11499.0,11499.0,13225.6,13225.6,13225.6,13225.6,13225.6,13225.6
MLA846832788,13349.0,13349.0,13349.0,13349.0,13349.0,13349.0,13349.0,13349.0,13349.0,13349.0,13349.0,13349.0,13349.0,13349.0,13349.0,13349.0,13349.0,13349.0
MLA1389336759,12841.94,12199.84,12199.84,12199.84,12199.84,12199.84,12199.84,12199.84,12199.84,12199.84,11558.0,12199.84,12199.84,12841.94,12841.94,12841.94,12841.94,12841.94
MLA882853391,49010.0,45579.3,45579.3,45579.3,45579.3,45579.3,45579.3,45579.3,45579.3,45579.3,45579.3,45579.3,45579.3,45579.3,45579.3,45579.3,45579.3,45579.3
MLA1143044925,2199.0,2199.0,2199.0,2199.0,2418.9,2418.9,2418.9,2297.95,2297.95,2902.68,2902.68,2612.41,2358.42,2873.65,2873.65,2509.4,2509.4,2509.4
MLA1544933374,22074.99,22074.99,22074.99,22074.99,19094.86,19094.86,22074.99,24796.74,24796.74,24796.74,24796.74,24796.74,24796.74,24796.74,24796.74,24796.74,24796.74,24796.74
MLA1189755409,48400.0,48400.0,48400.0,48400.0,48400.0,48400.0,48400.0,48400.0,48400.0,48400.0,48400.0,48400.0,48400.0,48400.0,48400.0,48400.0,48400.0,48400.0
MLA1245975241,39100.0,39100.0,39100.0,39100.0,39100.0,39100.0,39100.0,39100.0,39100.0,39100.0,39100.0,39100.0,49000.0,49000.0,49000.0,54000.0,54000.0,54000.0
MLA1225733867,8335.0,8335.0,8335.0,8335.0,8335.0,8335.0,8335.0,8335.0,8335.0,8335.0,8335.0,8335.0,8335.0,8335.0,8335.0,14160.0,14160.0,14160.0
MLA1110645225,2665.0,2665.0,2665.0,2665.0,2665.0,2665.0,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0,3330.0
MLA1135006678,7125.0,7125.0,7125.0,7125.0,7125.0,7125.0,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0,11875.0,11875.0,11875.0
MLA1374301343,11590.0,11590.0,10794.0,11590.0,11590.0,11590.0,11590.0,11590.0,11590.0,11590.0,11590.0,16661.0,13328.8,13328.8,13328.8,12663.0,12663.0,13328.8
MLA1135025752,7100.0,7100.0,7100.0,7100.0,7100.0,7100.0,8028.0,8028.0,8028.0,8028.0,8028.0,8028.0,8028.0,8028.0,8028.0,11971.0,11971.0,11971.0
MLA1112867544,1666.0,1666.0,1666.0,1666.0,1666.0,1666.0,1666.0,1666.0,1666.0,1666.0,1666.0,1666.0,1666.0,2083.0,2083.0,2083.0,2083.0,2083.0
MLA1435970842,26020.0,27390.4,27390.4,27390.4,27390.4,27390.4,27390.4,27390.4,27390.4,27390.4,27390.4,39374.0,31499.2,31499.2,31499.2,31499.2,31499.2,31499.2
MLA762593151,22910.0,21764.5,21764.5,21764.5,21764.5,21764.5,21764.5,21764.5,21764.5,21764.5,21764.5,21764.5,21764.5,21764.5,21764.5,21764.5,21764.5,21764.5
MLA1134984780,12965.0,12965.0,12965.0,12965.0,12965.0,12965.0,14635.0,14635.0,14635.0,14635.0,14635.0,14635.0,14635.0,14635.0,14635.0,21753.0,21753.0,21753.0
MLA1128007398,36600.0,36600.0,36600.0,36600.0,36600.0,36600.0,36600.0,36600.0,36600.0,36600.0,36600.0,36600.0,36600.0,36600.0,36600.0,36600.0,36600.0,36600.0
MLA1390424815,44490.0,44490.0,44490.0,44490.0,44490.0,44490.0,44490.0,44490.0,44490.0,44490.0,44490.0,44490.0,44490.0,44490.0,74990.0,74990.0,74990.0,74990.0
MLA927690057,2499.0,2499.0,2499.0,2499.0,2499.0,2499.0,2499.0,2499.0,2499.0,2499.0,2499.0,2499.0,2499.0,2798.88,2798.88,2798.88,2798.88,2798.88
MLA836722522,2884.85,2884.85,2884.85,2884.85,2884.85,2884.85,2884.85,2884.85,2884.85,2884.85,2884.85,2884.85,2884.85,2884.85,2884.85,3306.69,3306.69,3306.69
MLA1135007403,5865.0,5865.0,5865.0,5865.0,5865.0,5865.0,6607.0,6607.0,6607.0,6607.0,6607.0,6607.0,6607.0,6607.0,6607.0,9782.0,9782.0,9782.0
MLA1436539142,15144.0,15144.0,15144.0,15144.0,15144.0,15144.0,15144.0,15144.0,15144.0,15144.0,15144.0,15144.0,15901.0,20192.0,20192.0,20192.0,20192.0,20192.0
MLA875264792,40817.0,40817.0,40817.0,40817.0,40817.0,40817.0,40817.0,40817.0,40817.0,40817.0,40817.0,40817.0,40817.0,44899.0,44899.0,44899.0,42654.05,42654.05
