id,2023-12-31,2024-01-01,2024-01-02,2024-01-03,2024-01-04,2024-01-05,2024-01-06,2024-01-07,2024-01-08,2024-01-09,2024-01-10,2024-01-11,2024-01-12,2024-01-13,2024-01-14,2024-01-15,2024-01-16,2024-01-17,2024-01-18,2024-01-19,2024-01-20,2024-01-21,2024-01-22,2024-01-23,2024-01-24,2024-01-25,2024-01-26,2024-01-27,2024-01-28,2024-01-29,2024-01-30,2024-01-31
MLA1315714132,162349.0,175749.05,162349.0,162349.0,164049.0,164049.0,164049.0,164049.0,164049.0,164049.0,164049.0,164049.0,184999.0,175749.05,172799.0,184999.0,172799.0,172799.0,172799.0,172799.0,172799.0,172799.0,172799.0,172799.0,172799.0,163199.0,163199.0,163199.0,163199.0,163199.0,163199.0,163199.0
MLA1395866241,44650.0,44650.0,44650.0,44650.0,44650.0,44650.0,44650.0,44650.0,44650.0,44650.0,39738.5,39738.5,39738.5,39738.5,39738.5,39738.5,39738.5,39738.5,39738.5,39738.5,39738.5,39738.5,39738.5,39738.5,39738.5,39738.5,39738.5,39738.5,39738.5,39738.5,39738.5,39738.5
MLA1384145355,24099.0,24099.0,24099.0,24099.0,24099.0,24099.0,24099.0,24099.0,24099.0,24099.0,24099.0,24099.0,35699.0,35699.0,35699.0,35699.0,35699.0,35699.0,35699.0,33914.05,33914.05,33914.05,35699.0,35699.0,33914.05,33914.05,33914.05,33914.05,33914.05,33914.05,33914.05,33914.05
MLA1397677699,104499.05,104499.05,104499.05,104499.05,104499.05,104499.05,104499.05,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0
MLA863172897,96499.0,144795.2,96499.0,96499.0,96499.0,144795.2,144795.2,152416.0,152416.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,152416.0
MLA1123757383,78126.0,78126.0,78126.0,78126.0,78126.0,78126.0,78126.0,78126.0,78126.0,78126.0,78126.0,78126.0,71676.0,73509.0,71676.0,73509.0,71676.0,78126.0,78126.0,78126.0,70198.0,70198.0,70198.0,71993.0,70198.0,78126.0,70198.0,70198.0,70198.0,70198.0,70198.0,78126.0
MLA1542005472,162349.0,175749.05,162349.0,162349.0,164049.0,164049.0,164049.0,164049.0,164049.0,164049.0,164049.0,164049.0,184999.0,175749.05,172799.0,184999.0,172799.0,172799.0,172799.0,172799.0,172799.0,172799.0,172799.0,172799.0,172799.0,163199.0,163199.0,163199.0,163199.0,163199.0,163199.0,163199.0
MLA1451174932,104939.0,104939.0,99692.05,89965.0,89965.0,89965.0,89965.0,89965.0,89965.0,104939.0,115459.0,109686.05,109686.05,109686.05,109686.05,109686.05,115459.0,115459.0,115459.0,115459.0,115459.0,115459.0,115459.0,103780.0,103780.0,103780.0,103780.0,103780.0,103780.0,103780.0,103780.0,109686.05
MLA765541721,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0,86900.0
MLA1339954605,95499.0,112099.05,95499.0,95499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,117999.0,117999.0,117999.0,117999.0,117999.0,117999.0,117999.0,117999.0,117999.0,96499.0,96499.0,96499.0,96499.0,96499.0,96499.0,117999.0
MLA1544914380,162349.0,175749.05,162349.0,162349.0,164049.0,164049.0,164049.0,164049.0,164049.0,164049.0,164049.0,164049.0,184999.0,175749.05,172799.0,184999.0,172799.0,172799.0,172799.0,172799.0,172799.0,172799.0,172799.0,172799.0,172799.0,163199.0,163199.0,163199.0,163199.0,163199.0,163199.0,163199.0
MLA1280143514,191999.0,376058.45,191999.0,191999.0,193999.0,193999.0,193999.0,193999.0,193999.0,193999.0,395851.0,395851.0,395851.0,395851.0,395851.0,395851.0,395851.0,395851.0,395851.0,395851.0,395851.0,395851.0,395851.0,395851.0,395851.0,395851.0,395851.0,395851.0,395851.0,395851.0,395851.0,395851.0
MLA1349080115,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,126498.85,126498.85,126498.85,126498.85,126498.85,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0
MLA922214667,76585.0,76585.0,76585.0,76585.0,76585.0,76585.0,76585.0,76585.0,76585.0,76585.0,76585.0,76585.0,72059.0,72059.0,72059.0,72059.0,72059.0,76585.0,73835.0,78126.0,71993.0,71993.0,71993.0,71993.0,71993.0,78126.0,71993.0,71993.0,71993.0,71993.0,71993.0,78126.0
MLA755354442,29920.32,29920.32,27149.0,29920.32,29920.32,29920.32,29920.32,29920.32,29920.32,29920.32,29920.32,29920.32,29920.32,29920.32,29920.32,29920.32,31466.34,31466.34,31466.34,31466.34,31466.34,31466.34,31466.34,31466.34,31466.34,31466.34,31466.34,31466.34,31466.34,31466.34,31466.34,31466.34
MLA1376433683,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,109999.0,126498.85,126498.85,126498.85,126498.85,126498.85,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0,113106.0
MLA910506725,11305.0,11305.0,11305.0,11305.0,11305.0,11305.0,11305.0,11305.0,11305.0,11900.0,11900.0,12900.0,14100.0,14100.0,14100.0,14100.0,14100.0,12278.44,12278.44,12278.44,12278.44,12278.44,12278.44,12278.44,12278.44,12278.44,12278.44,12278.44,12278.44,12278.44,14100.0,12690.0
MLA1451174960,130888.0,143549.0,136371.55,123073.0,123073.0,123073.0,123073.0,123073.0,123073.0,143549.0,157941.0,150043.95,150043.95,150043.95,150043.95,150043.95,157941.0,157941.0,157941.0,157941.0,157941.0,157941.0,157941.0,157941.0,157941.0,157941.0,157941.0,157941.0,157941.0,157941.0,157941.0,157941.0
MLA1373483377,24907.79,24907.79,24907.79,24907.79,24907.79,24907.79,24907.79,24907.79,24907.79,26218.73,26218.73,26218.73,26218.73,26218.73,26218.73,26218.73,27021.23,27021.23,27021.23,27021.23,27021.23,27021.23,27021.23,27021.23,27021.23,27021.23,27021.23,27021.23,27021.23,27021.23,27021.23,27021.23
MLA1138801352,15965.0,15965.0,15965.0,15965.0,23775.0,23775.0,23775.0,23775.0,23775.0,23775.0,23775.0,23775.0,23775.0,23775.0,23775.0,23775.0,23895.0,23895.0,23895.0,23895.0,23895.0,23895.0,23895.0,23895.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0,22290.0
MLA1375765949,10600.0,10600.0,10600.0,10600.0,10600.0,10600.0,10600.0,10600.0,10600.0,10600.0,10600.0,13159.8,13159.8,13159.8,13159.8,13159.8,13159.8,13159.8,12867.36,12867.36,12867.36,12867.36,12867.36,12867.36,12867.36,12867.36,12867.36,14622.0,14622.0,14622.0,14622.0,14622.0
MLA1528521576,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0
MLA780735496,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0,11299.0
MLA1533906372,12213.89,11699.63,11699.63,11699.63,11699.63,11699.63,11699.63,11699.63,11699.63,11313.92,11313.92,11313.92,11313.92,11313.92,11313.92,11313.92,11313.92,11313.92,11313.92,11313.92,11313.92,11313.92,11313.92,11313.92,11313.92,11313.92,11313.92,11313.92,11313.92,11313.92,11313.92,12856.73
MLA1389002739,8799.12,9999.0,9999.0,9499.05,9499.05,9499.05,9499.05,9499.05,9499.05,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,9499.05,9499.05,9499.05,9499.05,9499.05,9499.05,9499.05,9999.0,9499.05
MLA1391737279,29901.0,29901.0,29901.0,29901.0,29901.0,29901.0,29901.0,29901.0,29901.0,29901.0,29901.0,37033.2,37033.2,37033.2,37033.2,37033.2,37033.2,37033.2,36210.24,36210.24,36210.24,36210.24,36210.24,36210.24,36210.24,36210.24,36210.24,41148.0,41148.0,41148.0,41148.0,41148.0
MLA1130756792,18999.99,18999.99,18999.99,18999.99,18999.99,18999.99,18999.99,18999.99,18999.99,19999.99,19999.99,19999.99,19999.99,19999.99,19999.99,19999.99,19999.99,19999.99,18999.99,18999.99,18999.99,18999.99,19999.99,19999.99,19999.99,19999.99,19999.99,19999.99,19999.99,19999.99,19999.99,19999.99
MLA1217037100,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0,6900.0
MLA1275749700,12768.0,12768.0,12768.0,12768.0,12768.0,12768.0,12768.0,12768.0,12768.0,13440.0,13440.0,13440.0,13440.0,13440.0,13305.6,13305.6,13305.6,13305.6,13305.6,13305.6,13305.6,13305.6,14784.0,14784.0,13305.6,14784.0,14784.0,14784.0,14784.0,14784.0,14784.0,14784.0
MLA886444226,7990.0,7990.0,7990.0,7990.0,7990.0,7990.0,7990.0,7990.0,7990.0,7990.0,7990.0,7990.0,7990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0
MLA1316068521,4990.0,4990.0,4990.0,4990.0,4990.0,4990.0,4990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0,5990.0
MLA1314612335,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0,5260.0
MLA870283753,11400.0,11400.0,11400.0,11400.0,11400.0,11400.0,11400.0,11400.0,11400.0,11400.0,11400.0,11400.0,13400.0,13400.0,13400.0,13400.0,13400.0,13400.0,13400.0,13400.0,13400.0,13400.0,13400.0,13400.0,13400.0,13400.0,13400.0,13400.0,13400.0,13400.0,13400.0,13400.0
MLA1128703668,64120.39,64120.39,64120.39,64120.39,64120.39,58692.36,58692.36,58692.36,58692.36,58692.36,58692.36,58692.36,58692.36,58692.36,58692.36,58692.36,59619.86,59619.86,59619.86,59619.86,59619.86,59619.86,59619.86,59619.86,59619.86,59619.86,56638.86,56638.86,56638.86,56638.86,56638.86,56638.86
MLA1443429510,19723.63,19723.63,19723.63,19723.63,19723.63,19723.63,19723.63,19723.63,19723.63,19723.63,19723.63,19723.63,19723.63,19723.63,19723.63,15463.32,14358.8,15463.32,15463.32,13254.28,13254.28,13254.28,13254.28,13254.28,13254.28,13254.28,13254.28,13254.28,13254.28,13254.28,13254.28,13254.28
MLA1283525241,12900.0,12900.0,12900.0,12900.0,12900.0,12900.0,12900.0,12900.0,12900.0,12900.0,12900.0,12900.0,12900.0,12900.0,12900.0,12900.0,12900.0,12900.0,12900.0,14190.0,14190.0,14190.0,14190.0,7095.0,7095.0,7095.0,7095.0,7095.0,7095.0,7095.0,7095.0,7095.0
MLA1561197086,3999.0,3999.0,3999.0,3999.0,3999.0,3999.0,3999.0,3999.0,3799.05,3999.0,3649.54,3649.54,3649.54,3649.54,3649.54,3649.54,3649.54,3649.54,3649.54,3649.54,3649.54,3649.54,3649.54,3649.54,3649.54,3649.54,3649.54,3649.54,3649.54,3649.54,3999.0,3999.0
MLA1364777419,4992.7,4992.7,4992.7,4743.06,4743.06,4743.06,4743.06,4743.06,4743.06,4992.7,4992.7,4992.7,4992.7,4992.7,4992.7,4992.7,4992.7,4992.7,5367.15,5367.15,5367.15,5367.15,5367.15,5367.15,5367.15,5367.15,5367.15,5367.15,5367.15,5367.15,5367.15,5367.15
MLA735754918,11990.0,11990.0,11990.0,11990.0,11990.0,11990.0,11990.0,11990.0,49718.0,49718.0,11031.0,49718.0,43490.0,43490.0,43490.0,43490.0,43490.0,43490.0,43490.0,43490.0,43490.0,43490.0,43490.0,43490.0,43490.0,43490.0,43490.0,43490.0,43490.0,43490.0,43490.0,43490.0
MLA1110657955,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88
MLA1158009545,23682.75,23682.75,24866.89,24866.89,24866.89,24866.89,24866.89,24866.89,24866.89,24866.89,24866.89,24866.89,24866.89,24866.89,24866.89,27353.58,27353.58,27353.58,27353.58,27353.58,27353.58,27353.58,27353.58,27353.58,27353.58,27353.58,27353.58,27353.58,27353.58,27353.58,27353.58,27353.58
MLA1368538841,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0,39716.0
MLA1116050557,9500.0,9500.0,9500.0,9025.0,9025.0,9025.0,9025.0,9025.0,9025.0,8835.0,8835.0,8835.0,8835.0,8835.0,8835.0,8835.0,9500.0,9025.0,9025.0,9025.0,9025.0,9025.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0
MLA1101786996,21371.0,21371.0,21371.0,21371.0,21371.0,21371.0,21371.0,18559.0,21371.0,21371.0,17359.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,18301.0,17500.0,17500.0,17500.0,16075.0,17500.0,16075.0
MLA1399180305,24650.0,24650.0,24650.0,24650.0,24650.0,24650.0,24650.0,24650.0,22432.28,24650.0,24650.0,24650.0,22432.28,24650.0,22432.28,24650.0,24650.0,23989.02,23989.02,23989.02,26540.0,26540.0,26540.0,26540.0,21830.77,26540.0,26540.0,26540.0,21830.77,26540.0,26540.0,26540.0
MLA1394784663,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0
MLA1200884360,31917.15,31917.15,31917.15,31917.15,31917.15,31917.15,31917.15,31917.15,31917.15,31917.15,31917.15,31917.15,31917.15,31917.15,33260.4,33260.4,33260.4,33260.4,33260.4,33260.4,33260.4,33260.4,36956.0,35108.2,35108.2,35108.2,35108.2,35108.2,35108.2,35108.2,35108.2,35108.2
MLA1110638516,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10638.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88,10738.88
MLA1559860432,7999.0,7999.0,7999.0,7999.0,8899.0,8899.0,8899.0,8899.0,8899.0,8899.0,8899.0,8899.0,8899.0,8899.0,8899.0,8899.0,8899.0,8899.0,8899.0,8899.0,8899.0,8899.0,8899.0,8899.0,8899.0,8009.1,8009.1,8009.1,8009.1,8899.0,8454.05,8454.05
MLA1183204013,13311.21,13311.21,14976.77,14976.77,14976.77,14976.77,14976.77,14976.77,14976.77,14976.77,14976.77,14976.77,14976.77,14976.77,14976.77,16474.45,16474.45,16474.45,16474.45,16474.45,16474.45,16474.45,16474.45,16474.45,16474.45,16474.45,16474.45,16474.45,16474.45,16474.45,16474.45,16474.45
MLA1366960731,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0,29600.0
MLA1116081864,9500.0,9500.0,9500.0,9025.0,9025.0,9025.0,9025.0,9025.0,8075.0,8835.0,8835.0,8835.0,8835.0,8835.0,8835.0,8740.0,8740.0,8740.0,8740.0,8550.0,8550.0,8550.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0
MLA897665776,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0,1890.0
MLA1437824304,34010.0,34010.0,34010.0,34010.0,34010.0,34010.0,34010.0,34010.0,34010.0,34010.0,34010.0,34010.0,34010.0,34010.0,35442.0,35442.0,39380.0,39380.0,39380.0,39380.0,39380.0,39380.0,39380.0,36064.67,36064.67,36064.67,36064.67,36064.67,36064.67,36064.67,39380.0,39380.0
MLA1228749156,15003.77,15003.77,16753.96,16753.96,16753.96,16753.96,16753.96,16753.96,16753.96,16753.96,16753.96,16753.96,16753.96,16753.96,16753.96,19529.36,19529.36,19529.36,19529.36,19529.36,19529.36,19529.36,19529.36,19529.36,19529.36,19529.36,19529.36,19529.36,19529.36,19529.36,19529.36,19529.36
MLA1366928595,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0,39400.0
MLA1394786733,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0,43989.0
MLA1392127045,17765.0,17765.0,17765.0,17765.0,17765.0,17765.0,17765.0,17765.0,19085.72,19085.72,19085.72,19085.72,19085.72,19085.72,19085.72,17765.0,17765.0,17765.0,17765.0,17765.0,17765.0,17765.0,19085.72,18810.0,18810.0,18810.0,18810.0,18810.0,18810.0,18810.0,18810.0,18810.0
MLA1134000906,17336.0,19700.0,19700.0,19700.0,19700.0,19700.0,19700.0,19700.0,17336.0,19700.0,19700.0,16154.0,19700.0,19700.0,19700.0,23656.0,17496.0,17496.0,17496.0,17496.0,17496.0,17496.0,18808.2,18808.2,18808.2,17728.0,17728.0,17728.0,17728.0,17728.0,17728.0,17820.0
MLA1155498558,14690.0,14690.0,14690.0,14690.0,14690.0,14690.0,14690.0,14690.0,14690.0,14690.0,14690.0,14690.0,14690.0,14690.0,14690.0,14690.0,16564.8,16564.8,16564.8,16564.8,16564.8,16564.8,16564.8,16564.8,16564.8,16564.8,16564.8,16564.8,16564.8,16564.8,16564.8,16564.8
MLA851452389,11003.85,11003.85,11003.85,11003.85,11003.85,11003.85,11003.85,11583.0,11583.0,11583.0,11583.0,11583.0,11583.0,11583.0,11583.0,11583.0,11583.0,11583.0,11583.0,11583.0,11583.0,11583.0,11583.0,11583.0,11583.0,11583.0,9653.0,11583.0,11583.0,11583.0,11583.0,11583.0
MLA1426511190,230700.0,230700.0,230700.0,230700.0,230700.0,230700.0,230700.0,230700.0,230700.0,219165.0,230700.0,219165.0,230700.0,230700.0,230700.0,230700.0,230700.0,230700.0,219165.0,230700.0,230700.0,230700.0,230700.0,230700.0,230700.0,219165.0,230700.0,230700.0,230700.0,230700.0,230700.0,237700.0
MLA604689198,15979.0,17020.62,15979.0,15979.0,15979.0,15979.0,15979.0,15979.0,15979.0,18911.8,18911.8,15979.0,15979.0,14751.2,14751.2,15979.0,15979.0,15979.0,15507.67,15507.67,15507.67,15507.67,15896.0,19900.0,15896.0,15896.0,15896.0,15920.0,15920.0,15249.0,15249.0,19900.0
MLA818773086,47531.0,58630.0,47531.0,47531.0,47531.0,47531.0,47531.0,47531.0,47531.0,47531.0,47531.0,47531.0,47531.0,45731.4,45731.4,47531.0,58630.0,47531.0,45731.4,45731.4,45731.4,45731.4,47286.0,63500.0,47286.0,47286.0,47286.0,63500.0,63500.0,47421.0,47421.0,63500.0
MLA1571011536,45990.0,45990.0,45990.0,45990.0,45990.0,45990.0,45990.0,45990.0,45990.0,45990.0,45990.0,45990.0,45990.0,45990.0,45990.0,45990.0,54440.0,54440.0,54440.0,54440.0,54440.0,54440.0,54440.0,54440.0,54440.0,54440.0,54440.0,54440.0,54440.0,54440.0,54440.0,54440.0
MLA1458413984,12901.94,12901.94,12901.94,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0,14999.0
MLA1361343170,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,4398.0,4398.0,4398.0,5300.0,5300.0,13250.0,13250.0,13250.0,13250.0,13250.0,13250.0,13250.0,13250.0,13250.0,13250.0,13250.0,13250.0,13250.0,13250.0,13250.0,13250.0,13250.0
MLA603497228,18247.0,19594.62,18247.0,18247.0,21771.8,21771.8,18247.0,18247.0,18247.0,18247.0,18247.0,18247.0,18247.0,16982.0,16982.0,18247.0,18247.0,18247.0,17417.44,17417.44,17417.44,17417.44,18153.0,23900.0,18153.0,18153.0,18153.0,19120.0,19120.0,18315.0,18315.0,23900.0
MLA603930202,107299.0,107299.0,107299.0,107299.0,107299.0,107299.0,107299.0,107299.0,307978.37,307978.37,307978.37,307978.37,307978.37,307978.37,307978.37,307978.37,307978.37,307978.37,307978.37,307978.37,307978.37,307978.37,98553.07,98553.07,98553.07,98553.07,98553.07,98553.07,98553.07,98553.07,98553.07,98553.07
MLA1117534049,9499.0,9499.0,9499.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0,10999.0
MLA1101767486,21371.0,21371.0,21371.0,21371.0,21371.0,21371.0,21371.0,21371.0,21371.0,21371.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,19990.0,17500.0,17500.0,17500.0,17500.0,17500.0,17500.0
MLA901969372,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,58000.0,63500.0,63500.0,63500.0,63500.0,63500.0,63500.0,63500.0,63500.0
MLA608309907,84999.0,94999.0,94999.0,99999.0,99999.0,99999.0,99999.0,109999.0,109999.0,109999.0,119999.0,119999.0,119999.0,119999.0,119999.0,119999.0,119999.0,119999.0,119999.0,119999.0,119999.0,119999.0,119999.0,119999.0,119999.0,119999.0,119999.0,119999.0,119999.0,119999.0,119999.0,119999.0
MLA648154835,40499.0,40499.0,40499.0,47999.0,47999.0,47999.0,47999.0,47999.0,43199.0,43199.0,43199.0,43199.0,43199.0,43199.0,43199.0,43199.0,47999.0,43199.0,47999.0,47999.0,47999.0,47999.0,43199.0,43199.0,47999.0,47999.0,47999.0,47999.0,47999.0,43199.0,47999.0,47499.0
MLA903178761,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0
MLA1547576954,23970.4,23970.4,23970.4,23970.4,23970.4,23970.4,23970.4,25232.0,25232.0,25232.0,25232.0,25232.0,23000.0,23000.0,20010.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0
MLA880527464,8743.0,8743.0,8743.0,8743.0,8743.0,8743.0,8743.0,8743.0,8743.0,10803.85,10803.85,10803.85,10803.85,10803.85,10803.85,8118.5,8118.5,8118.5,8118.5,8118.5,8118.5,8118.5,10803.85,10803.85,10803.85,10803.85,10803.85,10803.85,10803.85,10803.85,12490.0,12490.0
MLA1110363592,5317.99,5317.99,5317.99,5317.99,5317.99,6848.99,5309.99,5309.99,5309.99,5309.99,5309.99,5309.99,5309.99,5309.99,5309.99,5309.99,4247.99,4247.99,4247.99,4247.99,4247.99,4247.99,5309.99,5309.99,5309.99,5309.99,4247.99,4247.99,4247.99,4247.99,4247.99,4247.99
MLA925398517,3364.08,3364.08,3364.08,3364.08,3364.08,3364.08,3364.08,3364.08,3364.08,3541.14,3541.14,3862.8,3862.8,3862.8,3862.8,3669.66,3962.8,3962.8,3962.8,3962.8,3962.8,3962.8,3962.8,3962.8,3962.8,3962.8,3962.8,3962.8,3962.8,3962.8,3962.8,3962.8
MLA1263256581,9490.0,9490.0,9490.0,9490.0,9490.0,9490.0,9490.0,9490.0,9490.0,9490.0,9990.0,9990.0,9990.0,9990.0,9990.0,9990.0,9990.0,9990.0,9990.0,9990.0,9990.0,9990.0,9990.0,9990.0,9990.0,9990.0,9990.0,9990.0,9990.0,9990.0,9990.0,9990.0
MLA1383911389,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0,4620.0
MLA613349123,3230.0,3700.17,3230.0,3230.0,3230.0,3230.0,3230.0,3230.0,3230.0,3230.0,3230.0,4111.3,4111.3,3206.81,3206.81,3230.0,3230.0,3230.0,3230.0,3494.6,3494.6,3494.6,4111.3,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0
